EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,Blocked3s,BlockedCorner3,Blocks,Minutes,OffPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefFTReboundPct,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,PenaltyArc3FGM,SecondChanceFtPoints,Fg3aBlocked,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SelfOReb,StepOutOfBoundsTurnovers,SelfORebPct,SecondChanceCorner3Frequency,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedArc3,Clear Path Fouls,3SecondViolations,HeaveAttempts,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
1626162-1628539-1629308-201939-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, Juan Toscano-Anderson, Stephen Curry, Andrew Wiggins","Oubre Jr., Mulder, Toscano-Anderson, Curry, Wiggins",1626162-1628539-1629308-201939-203952,GSW,774.0,1,6.0,26.0,,53.0,24.0,98.60465116279069,16.653846153846153,,,1.0,13.0,27.0,2.0,4.0,10.0,6.0,6.0,15.0,30.0,18.0,10.0,4.0,6.0,10.0,4.0,26.0,5.0,10.0,10.0,2.0,6.0,4.0,30.0,1.0,0.4,0.4,0.6190476190476191,0.6521739130434783,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8,12.62962962962963,12.62962962962963,16.53846153846154,0.09523809523809523,0.47619047619047616,0.4,0.4,1.0,0.8095238095238095,0.4,0.5497095238095239,7.3500000000000005,25.366666666666667,1.0,3.0,3.0,1.0,4.0,8.0,,4.0,1.0,3.0,5.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.047619047619047616,,1.0,,1.0,4.0,0.25,,,,,,,2.0,5.0,,,,4.0,,,,,,,,,,2.0,,,,3.0,,,,4.0,,2.0,1.0,,,,,,,,,,,,,,0.75,,,,0.23809523809523808,0.4,0.4,1.0,,,,,,,0.08695652173913043,0.25,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629308-202954-203145,1610612744,"Kelly Oubre Jr., Mychal Mulder, Juan Toscano-Anderson, Brad Wanamaker, Kent Bazemore","Oubre Jr., Mulder, Toscano-Anderson, Wanamaker, Bazemore",1626162-1628539-1629308-202954-203145,GSW,136.0,1,2.0,5.0,3.0,11.0,5.0,116.47058823529412,16.8,,,2.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,3.0,7.0,3.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,3.0,3.0,1.0,1.0,,4.0,1.0,0.3333333333333333,0.3333333333333333,0.7,0.7,0.6,0.3333333333333333,0.5,,8.666666666666666,8.0,13.8,0.4,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.64772,0.25,25.366666666666664,2.0,,,,2.0,4.0,,2.0,2.0,,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,1.5,,1.5,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,0.5,0.5,,,,1.0,1.0,1.0,0.53205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629308-203110-203145,1610612744,"Kelly Oubre Jr., Mychal Mulder, Juan Toscano-Anderson, Draymond Green, Kent Bazemore","Oubre Jr., Mulder, Toscano-Anderson, Green, Bazemore",1626162-1628539-1629308-203110-203145,GSW,143.0,1,-6.0,4.0,,9.0,8.0,90.62937062937063,17.5,,,,2.0,5.0,2.0,,,3.0,,,2.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,,2.0,,,,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.5,14.6,14.6,16.0,0.6666666666666666,,,,,0.6666666666666666,,0.5857666666666667,6.166666666666667,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,0.3333333333333333,,,0.5,0.5,1.0,,,,,0.3333333333333333,,1.0,1.0,,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629308-203110-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, Juan Toscano-Anderson, Draymond Green, Andrew Wiggins","Oubre Jr., Mulder, Toscano-Anderson, Green, Wiggins",1626162-1628539-1629308-203110-203952,GSW,554.0,2,-4.0,19.0,,36.0,18.0,93.57400722021661,14.31578947368421,,,2.0,9.0,17.0,4.0,3.0,9.0,4.0,3.0,13.0,14.0,9.0,9.0,3.0,3.0,4.0,3.0,11.0,4.0,8.0,9.0,1.0,4.0,3.0,14.0,1.0,0.23076923076923078,0.23076923076923078,0.38235294117647056,0.3888888888888889,0.7647058823529411,0.8,0.7777777777777778,0.75,16.58823529411765,16.176470588235293,13.263157894736842,0.23529411764705882,0.5294117647058824,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.576435294117647,1.95,25.307692307692307,2.0,,,,2.0,2.0,2.0,1.0,1.0,,3.0,0.5,0.5,0.5,0.75,,0.5,0.5,0.5,,,,,,1.0,,,,,,1.0,,1.0,,,,,4.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,2.0,,1.0,2.0,1.0,,,,,,,,,,0.1,0.08333333333333333,0.16666666666666666,1.0,,,,0.23529411764705882,,,,,,,,,,0.05555555555555555,0.2,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629672-202954-203110,1610612744,"Kelly Oubre Jr., Mychal Mulder, Eric Paschall, Brad Wanamaker, Draymond Green","Oubre Jr., Mulder, Paschall, Wanamaker, Green",1626162-1628539-1629672-202954-203110,GSW,189.0,1,1.0,6.0,,12.0,9.0,91.42857142857143,16.833333333333332,,,1.0,3.0,6.0,3.0,,1.0,4.0,1.0,3.0,10.0,3.0,1.0,,1.0,2.0,,5.0,1.0,2.0,4.0,,,1.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.625,0.42857142857142855,1.0,0.6666666666666666,1.0,14.666666666666666,12.166666666666666,16.5,0.42857142857142855,0.14285714285714285,,,,0.8571428571428571,,0.5999071428571429,5.875,24.0,2.0,,,1.0,3.0,2.0,4.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.75,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,0.14285714285714285,,1.0,1.0,,1.0,1.0,,4.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,1.0,,,3.0,2.0,3.0,,,,4.0,1.0,,2.0,2.0,,,1.0,,1.0,,,1.0,,4.0,4.0,,,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,1.0,0.6666666666666666,,,,0.6646333333333333,,,0.3,0.4,0.6666666666666666,,,,,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,0.5,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,1.0,0.5,,,1.0,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629672-203110-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, Eric Paschall, Draymond Green, Andrew Wiggins","Oubre Jr., Mulder, Paschall, Green, Wiggins",1626162-1628539-1629672-203110-203952,GSW,27.0,1,,,,1.0,,53.33333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629673-201939-203110,1610612744,"Kelly Oubre Jr., Mychal Mulder, Jordan Poole, Stephen Curry, Draymond Green","Oubre Jr., Mulder, Poole, Curry, Green",1626162-1628539-1629673-201939-203110,GSW,223.0,1,-4.0,8.0,2.0,16.0,13.0,103.31838565022422,15.125,,,,4.0,8.0,2.0,1.0,1.0,3.0,1.0,2.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,,3.0,3.0,2.0,2.0,1.0,9.0,1.0,0.5,0.5,0.7,0.75,0.4,,0.75,,12.75,12.75,14.125,0.4,0.2,1.0,1.0,1.0,0.8,1.0,0.49282000000000004,7.6000000000000005,24.9,2.0,,,1.0,2.0,4.0,,2.0,2.0,,3.0,1.0,1.0,0.6666666666666666,0.75,0.5,1.0,1.0,1.0,,,,,0.2,,1.0,,1.0,2.0,0.5,,6.0,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,7.0,,,,,1.0,,2.0,,2.0,,,,,7.0,6.0,0.5,,1.0,,0.8333333333333334,,0.875,,,,1.0,,,,0.2,,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.5178666666666667,,,,0.7777777777777778,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1629673-203110-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, Jordan Poole, Draymond Green, Andrew Wiggins","Oubre Jr., Mulder, Poole, Green, Wiggins",1626162-1628539-1629673-203110-203952,GSW,299.0,2,-1.0,11.0,10.0,22.0,16.0,105.95317725752508,14.818181818181818,,,1.0,5.0,11.0,2.0,2.0,4.0,4.0,2.0,5.0,15.0,6.0,4.0,2.0,2.0,3.0,2.0,8.0,1.0,5.0,5.0,2.0,3.0,2.0,15.0,1.0,0.4,0.4,0.6666666666666666,0.75,0.5555555555555556,1.0,0.7142857142857143,,12.363636363636363,12.363636363636363,13.727272727272727,0.2222222222222222,0.4444444444444444,0.5,0.5,1.0,0.7777777777777778,0.5,0.5423444444444444,5.4,25.880000000000003,1.0,2.0,2.0,,3.0,2.0,4.0,1.0,,1.0,4.0,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.5,0.5,1.0,,0.2222222222222222,1.0,1.0,0.5,,,1.0,1.0,,1.0,1.0,,10.0,,1.0,2.0,,,1.0,,1.0,4.0,3.0,,,,3.0,4.0,2.0,5.0,1.0,13.0,,,,,,,1.0,,3.0,,2.0,1.0,,13.0,10.0,0.4,,0.75,,0.6666666666666666,,0.7222222222222222,,,,1.0,,,,0.1111111111111111,,,,0.2222222222222222,0.5,0.1111111111111111,,0.4444444444444444,0.5423444444444444,0.2,0.4,,0.8666666666666667,0.9090909090909091,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.25,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,0.5,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1630164-201939-203110,1610612744,"Kelly Oubre Jr., Mychal Mulder, James Wiseman, Stephen Curry, Draymond Green","Oubre Jr., Mulder, Wiseman, Curry, Green",1626162-1628539-1630164-201939-203110,GSW,276.0,3,,13.0,13.0,27.0,14.0,140.8695652173913,9.384615384615385,,,1.0,5.0,14.0,2.0,1.0,4.0,5.0,2.0,6.0,14.0,6.0,4.0,1.0,2.0,4.0,1.0,10.0,1.0,4.0,4.0,,2.0,2.0,14.0,1.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.5833333333333334,0.5454545454545454,0.5,0.6666666666666666,0.5,11.0,11.0,8.538461538461538,0.18181818181818182,0.36363636363636365,0.25,0.25,1.0,0.7272727272727273,0.25,0.4554681818181818,5.86,27.03333333333333,2.0,1.0,3.0,,3.0,4.0,2.0,2.0,1.0,1.0,3.0,0.6666666666666666,0.6666666666666666,0.6,0.75,1.0,1.0,1.0,0.5,0.2727272727272727,0.3333333333333333,0.5,1.0,,,2.0,2.0,,2.0,1.0,,4.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,7.0,1.0,,,,,,,,2.0,,1.0,1.0,1.0,7.0,4.0,0.5,,1.0,,0.8333333333333334,,0.875,,,,0.5,,,,0.18181818181818182,0.5,0.5,1.0,,,0.3333333333333333,1.0,0.3333333333333333,0.3609,0.08333333333333333,0.16666666666666666,,0.5,0.2857142857142857,,,,,,,,,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1630164-202954-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, James Wiseman, Brad Wanamaker, Andrew Wiggins","Oubre Jr., Mulder, Wiseman, Wanamaker, Wiggins",1626162-1628539-1630164-202954-203952,GSW,63.0,1,-2.0,3.0,3.0,5.0,2.0,114.28571428571428,10.333333333333334,,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,16.0,16.0,10.333333333333334,0.5,0.5,,,,1.0,,0.4362,3.1,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,0.4362,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-1630164-203110-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, James Wiseman, Draymond Green, Andrew Wiggins","Oubre Jr., Mulder, Wiseman, Green, Wiggins",1626162-1628539-1630164-203110-203952,GSW,161.0,1,-10.0,5.0,5.0,10.0,12.0,89.44099378881988,14.6,,,,3.0,5.0,,,,3.0,,,2.0,,,,,,,,,,,,1.0,1.0,2.0,,,,0.3333333333333333,0.3333333333333333,,,,,17.6,17.6,14.6,,,,,,,,0.40700000000000003,15.266666666666666,,,1.0,2.0,1.0,1.0,,2.0,,,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,1.0,1.0,,2.0,0.5,,5.0,,,,,,,,,,,,,,1.0,3.0,,,,2.0,,,,,1.0,,2.0,,,,,,,2.0,5.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,0.40700000000000003,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-201939-203110-203145,1610612744,"Kelly Oubre Jr., Mychal Mulder, Stephen Curry, Draymond Green, Kent Bazemore","Oubre Jr., Mulder, Curry, Green, Bazemore",1626162-1628539-201939-203110-203145,GSW,117.0,1,,4.0,,9.0,7.0,110.76923076923077,15.0,,,,2.0,5.0,1.0,,,2.0,1.0,2.0,7.0,3.0,,,1.0,2.0,,5.0,,1.0,1.0,1.0,2.0,1.0,7.0,1.0,0.5,0.5,0.875,0.875,0.5,,,,11.4,11.4,14.75,0.25,,,,,0.75,,0.5296625,6.65,23.35,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,0.5,0.5,1.0,,,1.0,1.0,1.0,0.25,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1628539-201939-203110-203952,1610612744,"Kelly Oubre Jr., Mychal Mulder, Stephen Curry, Draymond Green, Andrew Wiggins","Oubre Jr., Mulder, Curry, Green, Wiggins",1626162-1628539-201939-203110-203952,GSW,1073.0,5,-14.0,38.0,10.0,77.0,45.0,103.33643988816402,13.421052631578947,,,1.0,18.0,39.0,6.0,3.0,13.0,12.0,6.0,18.0,31.0,15.0,13.0,3.0,5.0,7.0,2.0,19.0,7.0,12.0,15.0,3.0,9.0,8.0,31.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.4696969696969697,0.6,0.7777777777777778,0.6875,0.75,14.435897435897436,14.0,12.421052631578947,0.2,0.43333333333333335,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.8,0.23076923076923078,0.51529,5.466666666666666,25.427777777777777,1.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,0.5,0.5,0.3333333333333333,0.5714285714285714,,0.16666666666666666,0.2,1.0,0.16666666666666666,0.6,0.75,0.3333333333333333,0.03333333333333333,1.0,4.0,3.0,1.0,8.0,0.5,1.0,15.0,2.0,,3.0,,3.0,5.0,1.0,2.0,5.0,5.0,,3.0,,,4.0,1.0,7.0,2.0,5.0,3.0,,1.0,3.0,4.0,2.0,3.0,1.0,6.0,,3.0,1.0,1.0,5.0,15.0,0.14285714285714285,,,,0.13636363636363635,,0.20833333333333334,0.08333333333333333,0.15,0.1,0.5,,,,0.16666666666666666,0.6,0.6,1.0,0.2727272727272727,,0.18181818181818182,0.5,0.45454545454545453,0.5364409090909091,0.09090909090909091,0.2,,0.16129032258064516,0.38461538461538464,,2.0,,,,,3.0,,2.0,2.0,3.0,2.0,1.0,,,1.0,,,,1.0,,,0.16666666666666666,0.2,,0.25,0.4,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,0.4485666666666666,,,,1.0,,2.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1629308-1629672-1629673-1630185,1610612744,"Kelly Oubre Jr., Juan Toscano-Anderson, Eric Paschall, Jordan Poole, Nico Mannion","Oubre Jr., Toscano-Anderson, Paschall, Poole, Mannion",1626162-1629308-1629672-1629673-1630185,GSW,431.0,1,-11.0,16.0,10.0,31.0,20.0,103.57308584686774,12.25,,,1.0,7.0,15.0,5.0,1.0,6.0,7.0,1.0,7.0,9.0,3.0,6.0,1.0,1.0,3.0,1.0,7.0,1.0,6.0,8.0,3.0,7.0,1.0,9.0,1.0,0.14285714285714285,0.14285714285714285,0.32142857142857145,0.32142857142857145,0.5,1.0,0.7142857142857143,1.0,15.666666666666666,14.0,11.375,0.35714285714285715,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,0.8571428571428571,0.16666666666666666,0.5008678571428572,6.771428571428571,25.714285714285715,2.0,,,2.0,3.0,4.0,2.0,2.0,1.0,,4.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6666666666666666,1.0,0.4,0.5,0.5,,,,,0.14285714285714285,1.0,2.0,,2.0,3.0,0.6666666666666666,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,0.2,,0.5,0.5,0.5,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,0.14285714285714285,,,0.5,0.3333333333333333,,1.0,,0.6666666666666666,,1.0,,,,1.0,,,0.51495,,,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1629308-1629672-201939-202954,1610612744,"Kelly Oubre Jr., Juan Toscano-Anderson, Eric Paschall, Stephen Curry, Brad Wanamaker","Oubre Jr., Toscano-Anderson, Paschall, Curry, Wanamaker",1626162-1629308-1629672-201939-202954,GSW,101.0,1,-3.0,3.0,,6.0,3.0,85.54455445544555,18.333333333333332,,,,2.0,3.0,1.0,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,0.5,1.0,15.333333333333334,15.333333333333334,15.0,0.5,,,,,0.5,,0.44005,7.9,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
1626162-1629308-1629672-201939-203952,1610612744,"Kelly Oubre Jr., Juan Toscano-Anderson, Eric Paschall, Stephen Curry, Andrew Wiggins","Oubre Jr., Toscano-Anderson, Paschall, Curry, Wiggins",1626162-1629308-1629672-201939-203952,GSW,177.0,1,-1.0,7.0,,14.0,8.0,113.89830508474576,15.0,,,,3.0,7.0,1.0,,1.0,4.0,,1.0,7.0,,1.0,,,2.0,,4.0,,2.0,2.0,1.0,1.0,1.0,7.0,,,,0.6,0.5833333333333334,0.2,,1.0,,10.285714285714286,10.285714285714286,15.0,0.2,0.2,,,,0.4,,0.46166,11.5,26.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,,,,1.0,,1.0,7.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,3.0,4.0,,1.0,1.0,7.0,,,,,1.0,1.0,1.0,,2.0,,,,,7.0,7.0,,,0.75,,0.6,,0.5833333333333334,,,,,0.5,0.5,,,,,,0.2,1.0,,,0.2,0.46166,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2021,2020-21,False
