EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FtPoints,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,Arc3FGM,SecondChanceFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,RecoveredBlocks,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,BlockedShortMidRange,Travels,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SelfOReb,BadPassOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockingFouls,ThreePtShootingFoulsDrawn,3SecondViolations,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,HeaveMakes,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101128-201936-202326-202738-2566,1610612758,"Francisco Garcia, Tyreke Evans, DeMarcus Cousins, Isaiah Thomas, Travis Outlaw","Garcia, Evans, Cousins, Thomas, Outlaw",101128-201936-202326-202738-2566,SAC,389.0,1,6.0,-6.0,14.0,14.0,2.0,28.0,2.0,4.0,2.0,4.0,3.0,9.0,13.0,2.0,4.0,4.0,6.0,4.0,,4.0,2.0,4.0,4.0,8.0,4.0,0.3333333333333333,0.5,0.34615384615384615,0.5,0.40625,0.5,,,0.6666666666666666,0.6666666666666666,0.8,0.4444444444444444,1.0,1.0,103.65038560411311,14.714285714285714,13.071428571428571,14.642857142857142,13.071428571428571,0.3076923076923077,0.5,0.5,1.0,0.5,0.6153846153846154,0.4773730769230769,0.551825,0.3076923076923077,7.811111111111111,14.0,14.0,,3.0,2.0,4.0,19.0,3.0,9.0,13.0,,,1.0,,,3.0,2.0,,,,,1.0,1.0,1.0,7.0,,6.0,2.0,9.0,13.0,14.0,,,0.3333333333333333,0.34615384615384615,0.40625,,1.0,,1.0,,0.23076923076923078,,,,0.15384615384615385,0.4773730769230769,0.13333333333333333,0.18181818181818182,1.0,1.0,4.0,1.0,,,,4.0,,4.0,1.0,4.0,,4.0,4.0,3.0,4.0,1.0,,,,,,,1.0,,,,,,,,,1.0,0.25,0.25,0.3076923076923077,,,,,0.5,0.5,0.5,,,,,,0.3076923076923077,,,0.3076923076923077,,0.3076923076923077,26.35,2.0,1.0,,,1.0,1.0,,,,,,0.6666666666666666,,0.25,0.25,1.0,0.5,0.25,,,,1.0,,1.0,2.0,,1.0,,,,,,0.25,,1.0,0.2222222222222222,,,0.25,,,1.0,1.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201936-202690-202738-2422,1610612758,"Francisco Garcia, Tyreke Evans, Jimmer Fredette, Isaiah Thomas, John Salmons","Garcia, Evans, Fredette, Thomas, Salmons",101128-201936-202690-202738-2422,SAC,7.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,205.71428571428572,,6.0,,6.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-201977-202326-202738,1610612758,"Francisco Garcia, James Johnson, Marcus Thornton, DeMarcus Cousins, Isaiah Thomas","Garcia, Johnson, Thornton, Cousins, Thomas",101128-201949-201977-202326-202738,SAC,210.0,2,4.0,-3.0,5.0,5.0,,10.0,2.0,3.0,,,2.0,3.0,5.0,,,,4.0,,,,1.0,1.0,,1.0,2.0,0.6666666666666666,,0.6666666666666666,,0.625,,,,0.25,,0.25,,,,68.57142857142857,16.4,25.6,16.4,24.6,1.0,0.6666666666666666,0.6666666666666666,,,1.0,0.6577000000000001,,,1.8,1.0,,,,,1.0,8.0,,,,,,,,,,,1.0,1.0,,,,,,2.0,,2.0,1.0,5.0,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,0.25,0.25,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-201977-202326-2422,1610612758,"Francisco Garcia, James Johnson, Marcus Thornton, DeMarcus Cousins, John Salmons","Garcia, Johnson, Thornton, Cousins, Salmons",101128-201949-201977-202326-2422,SAC,16.0,1,,,2.0,1.0,,3.0,1.0,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,0.5,,0.5,,0.5,,,,,,,,,,270.0,7.5,1.0,7.5,1.0,1.0,0.5,0.5,,,1.0,0.4784,,,2.15,2.0,1.0,,,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,,,,,1.0,,,,,,0.4784,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-202326-202690-202738,1610612758,"Francisco Garcia, James Johnson, DeMarcus Cousins, Jimmer Fredette, Isaiah Thomas","Garcia, Johnson, Cousins, Fredette, Thomas",101128-201949-202326-202690-202738,SAC,126.0,1,2.0,2.0,5.0,5.0,,10.0,2.0,2.0,,,2.0,2.0,6.0,,,,2.0,,,,1.0,3.0,,3.0,1.0,1.0,,0.6666666666666666,,0.75,,,,1.0,,1.0,,,,114.28571428571428,11.0,14.2,11.0,13.0,0.6666666666666666,1.0,1.0,,,1.0,0.6914333333333333,,,0.55,,5.0,,,,2.0,4.0,,,,2.0,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,1.0,,,,2.0,1.0,6.0,,,0.5,0.5,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,0.25,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-202326-202690-203080,1610612758,"Francisco Garcia, James Johnson, DeMarcus Cousins, Jimmer Fredette, Thomas Robinson","Garcia, Johnson, Cousins, Fredette, Robinson",101128-201949-202326-202690-203080,SAC,67.0,1,1.0,-2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,85.97014925373134,20.0,13.5,20.0,13.5,,,,,,1.0,0.4929,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,25.6,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-202326-202738-2422,1610612758,"Francisco Garcia, James Johnson, DeMarcus Cousins, Isaiah Thomas, John Salmons","Garcia, Johnson, Cousins, Thomas, Salmons",101128-201949-202326-202738-2422,SAC,268.0,3,4.0,-3.0,8.0,10.0,1.0,18.0,2.0,2.0,1.0,1.0,2.0,3.0,10.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,3.0,1.0,4.0,6.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,1.0,,,0.2,1.0,0.42857142857142855,1.0,,,96.71641791044776,15.375,14.5,15.375,13.2,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.5333666666666667,0.5783,0.2,2.6333333333333333,4.0,4.0,,1.0,,6.0,13.0,,,4.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,3.0,2.0,,3.0,2.0,2.0,,6.0,3.0,8.0,4.0,4.0,0.5,1.0,,,1.0,1.0,1.0,,1.0,0.5,0.3333333333333333,,,,,,0.5,0.5,0.4,0.5,,,,,,,,,,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-202690-202738-203080,1610612758,"Francisco Garcia, James Johnson, Jimmer Fredette, Isaiah Thomas, Thomas Robinson","Garcia, Johnson, Fredette, Thomas, Robinson",101128-201949-202690-202738-203080,SAC,79.0,1,1.0,-2.0,3.0,3.0,,6.0,1.0,1.0,,,1.0,2.0,3.0,,,,2.0,,,,,,,,1.0,0.5,,0.5,,0.75,,,,,,,,,,109.36708860759494,14.333333333333334,12.0,14.333333333333334,9.0,0.5,1.0,1.0,,,0.5,0.57045,,,7.3,3.0,3.0,,,1.0,1.0,5.0,1.0,2.0,3.0,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,3.0,3.0,3.0,,,0.5,0.5,0.75,,,,,,,,,,0.5,0.57045,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201949-202738-203080-2422,1610612758,"Francisco Garcia, James Johnson, Isaiah Thomas, Thomas Robinson, John Salmons","Garcia, Johnson, Thomas, Robinson, Salmons",101128-201949-202738-203080-2422,SAC,9.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,9.0,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201977-202326-202690-203080,1610612758,"Francisco Garcia, Marcus Thornton, DeMarcus Cousins, Jimmer Fredette, Thomas Robinson","Garcia, Thornton, Cousins, Fredette, Robinson",101128-201977-202326-202690-203080,SAC,60.0,3,1.0,6.0,4.0,2.0,2.0,6.0,,1.0,,,,2.0,6.0,,,4.0,,,,1.0,,,2.0,2.0,4.0,,,,,0.6,1.0,,,,0.5,,0.5,1.0,,144.0,7.75,14.5,7.75,14.5,0.5,,,,,0.5,0.41165,,0.6666666666666666,9.45,3.0,1.0,,,1.0,6.0,,,1.0,6.0,,,,,,,,1.0,1.0,,,,,,,,6.0,,2.0,6.0,3.0,,,,,0.75,,,,,,,,,,0.5,0.3951,,,1.0,0.75,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1610612758,2013,2012-13,True
101128-201977-202326-202738-203080,1610612758,"Francisco Garcia, Marcus Thornton, DeMarcus Cousins, Isaiah Thomas, Thomas Robinson","Garcia, Thornton, Cousins, Thomas, Robinson",101128-201977-202326-202738-203080,SAC,485.0,3,8.0,8.0,14.0,16.0,,30.0,2.0,3.0,,,4.0,6.0,20.0,,,,4.0,,1.0,,2.0,7.0,,7.0,5.0,0.6666666666666666,,0.7727272727272727,,0.8333333333333334,,0.16666666666666666,,0.4,,0.6,,,0.5,89.0721649484536,16.0,16.3125,16.0,14.625,0.2727272727272727,0.6666666666666666,0.6666666666666666,,,0.7272727272727273,0.5248772727272727,,,5.95,7.0,11.0,1.0,2.0,1.0,3.0,12.0,2.0,3.0,9.0,4.0,2.0,5.0,2.0,,13.0,4.0,,,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,1.0,20.0,9.0,7.0,0.5,0.5,0.6666666666666666,0.7,0.75,0.5,0.8,0.5,1.0,1.0,0.18181818181818182,0.5,1.0,,0.09090909090909091,0.47206000000000004,0.09090909090909091,0.16666666666666666,0.45,0.5,1.0,1.0,1.0,1.0,,4.0,,2.0,3.0,5.0,,2.0,2.0,9.0,4.0,3.0,1.0,,,1.0,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,0.6,0.6,0.45454545454545453,1.0,,,,,1.0,1.0,,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,,,0.2,,0.4,24.740000000000002,1.0,2.0,,,2.0,2.0,,,,0.5,,,,0.5,0.6666666666666666,1.0,1.0,0.5,,,,1.0,,1.0,,1.0,,,,,,,0.5,,0.5,,,,0.5,,,1.0,1.0,1.0,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201977-202326-202738-2422,1610612758,"Francisco Garcia, Marcus Thornton, DeMarcus Cousins, Isaiah Thomas, John Salmons","Garcia, Thornton, Cousins, Thomas, Salmons",101128-201977-202326-202738-2422,SAC,287.0,1,5.0,-3.0,7.0,8.0,3.0,15.0,1.0,2.0,,,2.0,6.0,5.0,,1.0,1.0,,,1.0,2.0,3.0,5.0,3.0,8.0,1.0,0.3333333333333333,,0.25,,0.2777777777777778,0.16666666666666666,0.16666666666666666,,1.0,0.5,0.8333333333333334,0.5,1.0,,75.26132404181185,22.714285714285715,16.0,17.857142857142858,15.625,0.25,0.5,0.5,,,0.5,0.40459375,0.263,0.2,10.766666666666666,7.0,,,1.0,3.0,1.0,8.0,2.0,6.0,5.0,4.0,2.0,2.0,1.0,,4.0,2.0,,,1.0,1.0,,1.0,1.0,2.0,,2.0,1.0,4.0,5.0,7.0,1.0,1.0,0.3333333333333333,0.25,0.2777777777777778,1.0,0.6666666666666666,,1.0,1.0,0.125,,,,0.375,0.40459375,0.1111111111111111,0.14285714285714285,1.0,1.0,2.0,1.0,,,,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,0.25,,0.5,0.5,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,0.25,,0.5,0.25,,0.25,24.8,1.0,,1.0,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201977-202690-202738-2422,1610612758,"Francisco Garcia, Marcus Thornton, Jimmer Fredette, Isaiah Thomas, John Salmons","Garcia, Thornton, Fredette, Thomas, Salmons",101128-201977-202690-202738-2422,SAC,1.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-201977-202738-203080-2422,1610612758,"Francisco Garcia, Marcus Thornton, Isaiah Thomas, Thomas Robinson, John Salmons","Garcia, Thornton, Thomas, Robinson, Salmons",101128-201977-202738-203080-2422,SAC,35.0,1,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,123.42857142857142,4.0,27.0,4.0,27.0,1.0,1.0,1.0,,,1.0,0.4897,,,2.9,2.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,0.4897,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-202326-202690-202715-202738,1610612758,"Francisco Garcia, DeMarcus Cousins, Jimmer Fredette, Tyler Honeycutt, Isaiah Thomas","Garcia, Cousins, Fredette, Honeycutt, Thomas",101128-202326-202690-202715-202738,SAC,179.0,1,3.0,-1.0,6.0,6.0,1.0,12.0,3.0,4.0,1.0,1.0,4.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,1.0,,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,,,,0.5,,0.3333333333333333,1.0,,96.53631284916202,13.5,16.333333333333332,13.5,16.333333333333332,0.5,0.75,0.75,1.0,1.0,0.75,0.5232785714285714,0.6839,0.25,4.816666666666666,6.0,2.0,,1.0,1.0,,9.0,4.0,6.0,8.0,6.0,3.0,3.0,2.0,,6.0,,,,,,,,,1.0,,,,6.0,8.0,6.0,0.75,1.0,0.6666666666666666,0.5,0.5,,,,,0.6666666666666666,0.125,,,,0.125,0.5232785714285714,,,1.0,1.0,4.0,1.0,,,,2.0,,2.0,,2.0,,2.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,0.25,,,,,,1.0,1.0,1.0,,,,,0.25,,,0.5,,0.25,44.1,3.0,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-202326-202690-202738-2422,1610612758,"Francisco Garcia, DeMarcus Cousins, Jimmer Fredette, Isaiah Thomas, John Salmons","Garcia, Cousins, Fredette, Thomas, Salmons",101128-202326-202690-202738-2422,SAC,222.0,3,4.0,-11.0,7.0,9.0,,16.0,2.0,2.0,,,3.0,3.0,6.0,,,,6.0,,,,2.0,3.0,,3.0,1.0,1.0,,0.5,,0.5,,,,1.0,,1.0,,,1.0,103.78378378378378,12.857142857142858,14.666666666666666,12.857142857142858,14.666666666666666,0.3333333333333333,1.0,1.0,,,0.8333333333333334,0.5016700000000001,,,3.6,2.0,2.0,1.0,1.0,,,17.0,1.0,1.0,2.0,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,3.0,1.0,,,6.0,2.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,,0.16666666666666666,1.0,1.0,,,0.512225,,,0.3333333333333333,0.2857142857142857,,,,2.0,1.0,1.0,,1.0,,3.0,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,0.3333333333333333,,,,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,31.333333333333332,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-202326-202690-203080-2422,1610612758,"Francisco Garcia, DeMarcus Cousins, Jimmer Fredette, Thomas Robinson, John Salmons","Garcia, Cousins, Fredette, Robinson, Salmons",101128-202326-202690-203080-2422,SAC,264.0,1,4.0,6.0,9.0,9.0,1.0,18.0,1.0,1.0,,,1.0,3.0,16.0,,,3.0,,,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.3333333333333333,,0.7777777777777778,1.5,0.8,1.5,0.3333333333333333,,1.0,0.5,1.0,0.25,,1.0,98.18181818181817,14.555555555555555,14.777777777777779,14.0,14.777777777777779,0.1111111111111111,1.0,1.0,,,0.7777777777777778,0.5587222222222222,0.56415,0.1875,4.3,8.0,,,2.0,,2.0,10.0,1.0,3.0,14.0,2.0,1.0,5.0,1.0,,14.0,,1.0,1.0,,,,,,1.0,,2.0,1.0,13.0,14.0,8.0,1.0,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,,,,,1.0,0.2222222222222222,,,,,0.5587222222222222,0.1,0.25,0.875,0.8888888888888888,1.0,,3.0,4.0,4.0,2.0,1.0,2.0,4.0,6.0,1.0,6.0,,12.0,2.0,4.0,3.0,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,1.0,,,,0.4444444444444444,0.75,0.75,1.0,0.2222222222222222,,1.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,24.03333333333333,1.0,1.0,,,1.0,1.0,,,,0.5,,0.5,,0.5,0.5,1.0,1.0,0.5,,,1.0,1.0,1.0,4.0,,,,,,,,1.0,0.6666666666666666,,,,1.0,1.0,0.5,3.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
101128-202326-202738-203080-2422,1610612758,"Francisco Garcia, DeMarcus Cousins, Isaiah Thomas, Thomas Robinson, John Salmons","Garcia, Cousins, Thomas, Robinson, Salmons",101128-202326-202738-203080-2422,SAC,102.0,2,2.0,4.0,4.0,2.0,,6.0,1.0,1.0,,,2.0,3.0,4.0,,,,2.0,,,,1.0,1.0,,1.0,,0.6666666666666666,,0.5,,0.5,,,,0.5,,0.5,,,0.5,84.70588235294117,11.0,29.0,11.0,29.0,0.25,1.0,1.0,,,0.5,0.433825,,,7.466666666666666,2.0,,1.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,1.0,,,,4.0,2.0,2.0,0.5,0.5,1.0,0.5,0.5,,,,,,0.5,0.5,0.5,1.0,,0.3344,,,0.5,0.5,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.25,,,,,0.5,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2013,2012-13,True
