EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,OffensiveGoaltends,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Transition Take Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,3SecondViolations,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,team_id,year,season,team_vs
1626157-1626166-1628384-1630346-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Matt Ryan, Miles McBride","Towns, Payne, Anunoby, Ryan, McBride",1626157-1626166-1628384-1630346-1630540,NYK,309.0,2,5.0,-3.0,10.0,10.0,20.0,2.0,4.0,1.0,2.0,3.0,6.0,,9.0,12.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,6.0,,,2.0,2.0,,,2.0,,,,7.0,0.6666666666666666,0.6666666666666666,0.5,0.45,0.45,1.0,1.0,1.0,93.20388349514562,17.3,13.6,16.7,13.6,0.4,0.5,0.5,0.5,0.2,0.5,0.5,1.0,0.8,0.5727599999999999,,,3.8000000000000003,,3.0,1.0,,,,,4.0,,4.0,1.0,1.0,2.0,,,2.0,,4.0,,1.0,1.0,2.0,,,2.0,2.0,,2.0,,,,1.0,0.5,0.5,0.4,1.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,,0.4,,,,0.5592,,0.2222222222222222,26.325,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,0.25,,0.25,,,,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,0.16666666666666666,,,,,,0.25,0.25,,0.5,,,,,,0.25,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628384-1630540-1642359,1610612752,"Karl-Anthony Towns, Cameron Payne, OG Anunoby, Miles McBride, Pacôme Dadiet","Towns, Payne, Anunoby, McBride, Dadiet",1626157-1626166-1628384-1630540-1642359,NYK,255.0,1,4.0,-4.0,8.0,7.0,15.0,,,1.0,2.0,1.0,2.0,2.0,7.0,11.0,,,,,,,2.0,3.0,3.0,1.0,,1.0,,,,1.0,2.0,,1.0,7.0,,,0.5,0.4166666666666667,0.5,0.5,0.5,,84.70588235294117,14.875,19.428571428571427,14.875,17.142857142857142,,,,,0.3333333333333333,0.5,0.5,,0.6666666666666666,0.49646666666666667,0.14285714285714285,0.3333333333333333,5.85,,,,,,,,2.0,,4.0,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,0.6666666666666666,,0.5,,,,,,,,,,,0.3333333333333333,,,,,,,24.575,,,,,2.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,0.5,0.5,,,,,,,,0.5,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1628973,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Jalen Brunson","Towns, Payne, Hart, Bridges, Brunson",1626157-1626166-1628404-1628969-1628973,NYK,690.0,6,12.0,-10.0,21.0,25.0,46.0,3.0,4.0,1.0,1.0,5.0,9.0,3.0,22.0,32.0,8.0,4.0,6.0,2.0,1.0,14.0,2.0,7.0,8.0,1.0,,3.0,5.0,1.0,1.0,4.0,5.0,,2.0,22.0,0.8,0.8,0.5555555555555556,0.5277777777777778,0.525,0.6666666666666666,0.6666666666666666,0.5,96.0,17.142857142857142,13.2,17.142857142857142,13.04,0.2222222222222222,0.75,1.0,0.6666666666666666,0.05555555555555555,1.0,1.0,1.0,0.7222222222222222,0.5206352941176471,0.1,0.18181818181818182,9.666666666666666,6.0,1.0,,,,1.0,4.0,8.0,5.0,9.0,,,,,5.0,2.0,,7.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,,6.0,,,,0.5,0.6666666666666666,0.6666666666666666,0.25,0.1111111111111111,1.0,,1.0,0.3333333333333333,0.2222222222222222,0.25,0.25,1.0,0.4444444444444444,,,1.0,,0.5226,,29.84444444444445,0.2857142857142857,,,,1.0,,,3.0,,1.0,3.0,,,,1.0,2.0,5.0,6.0,3.0,1.0,2.0,2.0,,,1.0,,,,2.0,,,,1.0,,1.0,1.0,1.0,5.0,,,0.6666666666666666,0.3333333333333333,0.2,0.375,,0.3,0.3333333333333333,0.1111111111111111,0.25,,1.0,,,,,1.0,1.0,,1.0,0.05555555555555555,,,,0.375,0.375,0.6666666666666666,,,,,,0.2,0.42857142857142855,0.22727272727272727,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1629013,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Landry Shamet","Towns, Payne, Hart, Bridges, Shamet",1626157-1626166-1628404-1628969-1629013,NYK,926.0,10,15.0,19.0,31.0,28.0,59.0,5.0,8.0,4.0,8.0,10.0,18.0,4.0,39.0,20.0,12.0,6.0,11.0,2.0,3.0,27.0,8.0,15.0,18.0,2.0,,3.0,9.0,,1.0,6.0,6.0,3.0,4.0,35.0,0.6,0.75,0.5555555555555556,0.5833333333333334,0.6290322580645161,0.8,0.8235294117647058,0.8571428571428571,91.74946004319655,16.06451612903226,15.285714285714286,16.0,14.464285714285714,0.26666666666666666,0.625,0.8333333333333334,0.4,0.26666666666666666,0.5,0.5714285714285714,0.75,0.6666666666666666,0.5315933333333334,0.12903225806451613,0.21052631578947367,6.911111111111111,2.0,4.0,3.0,1.0,1.0,1.0,2.0,7.0,1.0,12.0,2.0,2.0,4.0,,2.0,8.0,4.0,7.0,1.0,3.0,6.0,3.0,2.0,,1.0,1.0,,4.0,,,2.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.8571428571428571,0.375,0.2,0.3333333333333333,0.5,,0.8333333333333334,0.06666666666666667,0.5,0.5,1.0,0.23333333333333334,0.5,1.0,0.5,0.6309,0.483525,0.10256410256410256,25.71666666666667,0.06451612903225806,,,2.0,5.0,,1.0,3.0,,1.0,5.0,,,,1.0,,3.0,15.0,3.0,3.0,5.0,3.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,3.0,,,1.0,0.4166666666666667,0.5,0.4166666666666667,,0.75,0.75,0.16666666666666666,0.25,0.125,1.0,,,,,1.0,0.6666666666666666,,,0.16666666666666666,0.4,0.4,1.0,0.42857142857142855,0.5,1.0,,,,0.5,,1.0,0.42857142857142855,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0.08333333333333333,,,,,0.14285714285714285,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1630173,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Precious Achiuwa","Towns, Payne, Hart, Bridges, Achiuwa",1626157-1626166-1628404-1628969-1630173,NYK,575.0,3,10.0,-5.0,18.0,19.0,37.0,4.0,7.0,3.0,5.0,7.0,12.0,4.0,24.0,29.0,8.0,4.0,6.0,1.0,3.0,14.0,3.0,5.0,9.0,1.0,,2.0,5.0,,,3.0,5.0,,1.0,16.0,0.5714285714285714,0.8,0.5833333333333334,0.5555555555555556,0.575,0.75,0.8333333333333334,0.6666666666666666,92.66086956521738,17.61111111111111,13.578947368421053,17.11111111111111,12.947368421052632,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.25,0.2777777777777778,0.6,0.6,1.0,0.7222222222222222,0.5421055555555555,0.05263157894736842,0.07692307692307693,4.8500000000000005,8.0,4.0,4.0,2.0,2.0,,,4.0,1.0,6.0,3.0,3.0,8.0,7.0,2.0,6.0,4.0,4.0,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,8.0,1.0,1.0,0.875,0.3333333333333333,0.5,1.0,0.6,0.4444444444444444,0.6666666666666666,0.5,,1.0,,,,,0.2222222222222222,0.6666666666666666,1.0,0.1111111111111111,0.68825,0.5554166666666667,0.3333333333333333,25.016666666666666,0.4444444444444444,3.0,5.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,3.0,1.0,2.0,11.0,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,11.0,,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,0.5,0.5,,,,,0.25,,,1.0,,1.0,,,0.1111111111111111,0.5,0.5,1.0,0.25,0.25,1.0,,0.5555555555555556,0.6,0.1111111111111111,1.0,,0.25,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Miles McBride","Towns, Payne, Hart, Bridges, McBride",1626157-1626166-1628404-1628969-1630540,NYK,5004.0,18,83.0,36.0,170.0,175.0,345.0,34.0,49.0,11.0,27.0,51.0,86.0,34.0,223.0,187.0,58.0,29.0,54.0,17.0,7.0,133.0,30.0,61.0,83.0,9.0,2.0,23.0,34.0,2.0,3.0,28.0,38.0,5.0,16.0,185.0,0.5686274509803921,0.6744186046511628,0.5930232558139535,0.6019108280254777,0.6461988304093568,0.7317073170731707,0.7435897435897436,0.7,99.28057553956833,14.435294117647059,14.571428571428571,14.070588235294117,14.131428571428572,0.31210191082802546,0.6938775510204082,0.8292682926829268,0.5,0.17197452229299362,0.4074074074074074,0.44,0.6363636363636364,0.7643312101910829,0.5561038461538461,0.10588235294117647,0.16494845360824742,5.236046511627907,29.0,33.0,20.0,8.0,9.0,6.0,10.0,53.0,8.0,71.0,10.0,12.0,38.0,13.0,11.0,44.0,16.0,52.0,5.0,14.0,28.0,22.0,20.0,7.0,14.0,8.0,4.0,17.0,2.0,1.0,29.0,0.8333333333333334,0.9722222222222222,0.9736842105263158,0.45222929936305734,0.6086956521739131,0.7567567567567568,0.4,0.29333333333333333,0.6,0.1875,0.5454545454545454,0.8095238095238095,0.06369426751592357,0.6,0.6,0.8333333333333334,0.3375796178343949,0.5,0.8888888888888888,0.3333333333333333,0.5753333333333334,0.530104347826087,0.17040358744394618,25.771830985915493,0.17058823529411765,4.0,6.0,8.0,18.0,1.0,3.0,21.0,5.0,3.0,29.0,6.0,3.0,8.0,4.0,8.0,36.0,75.0,21.0,10.0,25.0,17.0,8.0,8.0,3.0,1.0,13.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,36.0,2.0,1.0,0.8620689655172413,0.4084507042253521,0.36363636363636365,0.4142857142857143,0.6153846153846154,0.5833333333333334,0.6666666666666666,0.11627906976744186,0.16326530612244897,0.07407407407407407,1.0,0.2,0.5,0.16666666666666666,0.3,1.0,0.8181818181818182,0.015625,0.3333333333333333,0.11464968152866242,0.4444444444444444,0.4444444444444444,1.0,0.39622641509433965,0.40384615384615385,0.8095238095238095,0.2777777777777778,0.25,0.6666666666666666,0.125,0.3333333333333333,0.375,0.40384615384615385,0.16143497757847533,12.0,,4.0,5.0,1.0,0.8333333333333334,0.8,1.0,1.0,,0.05555555555555555,1.0,1.0,1.0,,,1.0,1.0,,,,,,3.0,,1.0,0.014084507042253521,,,2.0,1.0,0.018867924528301886,0.0273972602739726,2.0,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1642278,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Tyler Kolek","Towns, Payne, Hart, Bridges, Kolek",1626157-1626166-1628404-1628969-1642278,NYK,864.0,2,14.0,-5.0,29.0,29.0,58.0,6.0,8.0,4.0,11.0,10.0,21.0,1.0,27.0,32.0,4.0,2.0,4.0,2.0,,10.0,7.0,11.0,16.0,3.0,1.0,3.0,2.0,,1.0,2.0,2.0,,1.0,20.0,0.2,0.25,0.47619047619047616,0.43333333333333335,0.43548387096774194,1.0,1.0,1.0,96.66666666666666,15.655172413793103,14.137931034482758,15.172413793103448,13.620689655172415,0.26666666666666666,0.75,0.8571428571428571,0.3333333333333333,0.36666666666666664,0.36363636363636365,0.4444444444444444,,0.5666666666666667,0.5038633333333333,0.03225806451612903,0.045454545454545456,6.395238095238096,4.0,5.0,4.0,2.0,2.0,,2.0,8.0,2.0,9.0,2.0,3.0,7.0,3.0,3.0,16.0,4.0,8.0,,5.0,4.0,5.0,1.0,,,,,,,,4.0,0.6666666666666666,0.875,0.875,0.3,,1.0,0.45454545454545453,0.2777777777777778,0.5,0.5714285714285714,1.0,1.0,0.06666666666666667,,,,0.26666666666666666,0.5,1.0,0.3333333333333333,0.558525,0.47256666666666663,0.25925925925925924,25.51111111111111,0.13793103448275862,,,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,3.0,6.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,3.0,,,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,,0.25,0.25,0.14285714285714285,0.125,0.18181818181818182,,,,,,1.0,,,1.0,0.03333333333333333,1.0,1.0,1.0,0.125,0.125,1.0,,,,0.16666666666666666,1.0,,0.125,0.1111111111111111,,,,1.0,,1.0,,1.0,1.0,,0.25,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628969-1642359,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Mikal Bridges, Pacôme Dadiet","Towns, Payne, Hart, Bridges, Dadiet",1626157-1626166-1628404-1628969-1642359,NYK,458.0,1,8.0,7.0,14.0,14.0,28.0,3.0,5.0,1.0,4.0,4.0,9.0,3.0,20.0,13.0,6.0,3.0,5.0,2.0,1.0,12.0,3.0,8.0,12.0,1.0,,1.0,4.0,,,2.0,3.0,2.0,2.0,18.0,0.75,1.0,0.4444444444444444,0.4722222222222222,0.5277777777777778,0.75,0.8,1.0,88.0349344978166,14.857142857142858,17.857142857142858,12.5,17.857142857142858,0.2777777777777778,0.6,0.75,0.6666666666666666,0.2222222222222222,0.25,0.25,1.0,0.7777777777777778,0.5694411764705882,0.1111111111111111,0.2222222222222222,4.766666666666667,3.0,3.0,2.0,1.0,1.0,,,7.0,2.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,,1.0,5.0,4.0,1.0,,,,,1.0,,,3.0,1.0,0.25,0.25,0.5,,0.8333333333333334,0.25,0.4444444444444444,0.5,,1.0,0.5,,,,,0.3888888888888889,0.25,1.0,0.5,0.523425,0.41978333333333334,0.1,28.144444444444446,0.21428571428571427,,,,2.0,,,3.0,2.0,1.0,3.0,3.0,,1.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,2.0,,3.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,6.0,,,0.6666666666666666,0.3333333333333333,0.5,0.375,0.5,0.625,0.75,0.1111111111111111,0.2,,,0.6,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.125,,0.1111111111111111,,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,,,,,0.5,0.5,0.3,3.0,,,,,,,,1.0,,0.25,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628973-1629013,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Jalen Brunson, Landry Shamet","Towns, Payne, Hart, Brunson, Shamet",1626157-1626166-1628404-1628973-1629013,NYK,22.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,130.9090909090909,10.0,12.0,10.0,12.0,,,,,,,,,1.0,0.5313,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1628973-1630173,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Jalen Brunson, Precious Achiuwa","Towns, Payne, Hart, Brunson, Achiuwa",1626157-1626166-1628404-1628973-1630173,NYK,160.0,2,3.0,-10.0,4.0,6.0,10.0,,,1.0,3.0,1.0,3.0,,2.0,12.0,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,90.0,18.25,14.5,18.25,14.5,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.44589999999999996,,,7.533333333333334,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1629013-1630173,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Landry Shamet, Precious Achiuwa","Towns, Payne, Hart, Shamet, Achiuwa",1626157-1626166-1628404-1629013-1630173,NYK,1357.0,4,23.0,10.0,48.0,47.0,95.0,7.0,16.0,8.0,11.0,16.0,29.0,7.0,63.0,53.0,16.0,8.0,16.0,4.0,4.0,40.0,8.0,18.0,27.0,4.0,1.0,7.0,13.0,,1.0,7.0,9.0,1.0,4.0,55.0,0.5,0.6153846153846154,0.5517241379310345,0.5957446808510638,0.61,0.8,0.85,0.8333333333333334,100.81061164333087,14.791666666666666,13.76595744680851,13.854166666666666,13.361702127659575,0.3404255319148936,0.4375,0.5,0.5714285714285714,0.23404255319148937,0.7272727272727273,0.7272727272727273,0.5,0.723404255319149,0.5541457446808511,0.08,0.125,4.931034482758621,1.0,4.0,8.0,2.0,4.0,1.0,2.0,15.0,,18.0,4.0,8.0,8.0,1.0,,16.0,6.0,15.0,,5.0,9.0,9.0,4.0,2.0,3.0,,,8.0,,,1.0,0.5,0.5,0.5,0.3829787234042553,0.42857142857142855,0.9,0.38461538461538464,0.391304347826087,0.4444444444444444,,1.0,0.8333333333333334,0.0425531914893617,0.5,0.5,,0.3191489361702128,0.5,0.5,,0.50424,0.4505,0.12698412698412698,25.955555555555556,0.020833333333333332,,,,3.0,,,8.0,,,8.0,,,,,,,24.0,8.0,2.0,8.0,8.0,,4.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,,1.0,2.0,1.0,,,,1.0,0.4444444444444444,,0.4444444444444444,,,,0.06896551724137931,0.125,,1.0,0.4,1.0,0.2857142857142857,0.6666666666666666,1.0,0.75,0.05,0.5,0.06382978723404255,,,,0.5333333333333333,0.5333333333333333,1.0,,,,,,,0.5333333333333333,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,1.0,0.05555555555555555,0.3333333333333333,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1629013-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Landry Shamet, Miles McBride","Towns, Payne, Hart, Shamet, McBride",1626157-1626166-1628404-1629013-1630540,NYK,1718.0,11,29.0,13.0,60.0,59.0,119.0,11.0,15.0,6.0,10.0,18.0,27.0,7.0,70.0,57.0,28.0,14.0,22.0,9.0,4.0,52.0,10.0,24.0,34.0,4.0,,9.0,11.0,1.0,,8.0,10.0,,5.0,63.0,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5526315789473685,0.5645161290322581,0.9090909090909091,0.7931034482758621,0.8888888888888888,99.74388824214202,13.766666666666667,15.11864406779661,12.933333333333334,14.23728813559322,0.2631578947368421,0.7333333333333333,0.7857142857142857,0.8181818181818182,0.17543859649122806,0.6,0.6,0.6666666666666666,0.7894736842105263,0.5477657894736843,0.08064516129032258,0.15625,5.748148148148148,,3.0,8.0,,2.0,1.0,2.0,23.0,,30.0,,3.0,7.0,,,8.0,,23.0,1.0,3.0,13.0,10.0,6.0,5.0,5.0,4.0,,6.0,,,,,0.375,0.3888888888888889,0.5263157894736842,0.5555555555555556,0.7222222222222222,0.3333333333333333,0.3,0.5,0.25,0.3333333333333333,1.0,0.03508771929824561,0.5,0.5,1.0,0.40350877192982454,0.25,,,0.54837,,0.1,25.60666666666667,,,,3.0,7.0,,,6.0,3.0,,9.0,5.0,1.0,,,,,24.0,6.0,1.0,8.0,5.0,3.0,6.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,0.8888888888888888,0.3,,0.3,,,,0.037037037037037035,0.06666666666666667,,1.0,0.2857142857142857,,0.29411764705882354,0.25,0.5,1.0,,1.0,0.12280701754385964,0.42857142857142855,0.42857142857142855,1.0,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.375,,,,,,0.2608695652173913,,3.0,1.0,1.0,2.0,,0.4,0.3333333333333333,1.0,2.0,,0.25,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
1626157-1626166-1628404-1630173-1630540,1610612752,"Karl-Anthony Towns, Cameron Payne, Josh Hart, Precious Achiuwa, Miles McBride","Towns, Payne, Hart, Achiuwa, McBride",1626157-1626166-1628404-1630173-1630540,NYK,496.0,3,8.0,-8.0,17.0,16.0,33.0,2.0,4.0,2.0,4.0,4.0,8.0,,17.0,25.0,4.0,2.0,4.0,1.0,1.0,10.0,3.0,6.0,6.0,1.0,,3.0,2.0,1.0,,,,,,17.0,0.5,0.5,0.5,0.6071428571428571,0.6071428571428571,0.75,0.5555555555555556,1.0,95.80645161290322,13.294117647058824,16.875,13.294117647058824,15.5625,0.2857142857142857,0.5,0.5,0.5,0.2857142857142857,0.5,0.5,0.5,0.7142857142857143,0.5822357142857143,,,4.9375,,,,,,,,5.0,,6.0,,,,,,4.0,,5.0,,,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,0.42857142857142855,0.6666666666666666,0.4,,,,,,0.5,,,,,0.35714285714285715,,,,,,,25.45,,,,1.0,1.0,,,2.0,,,3.0,,,,,,,6.0,2.0,,2.0,1.0,1.0,,1.0,,,,2.0,,,,1.0,1.0,,1.0,,,,,0.6666666666666666,0.5,,0.5,,,,,,,1.0,,,,,1.0,,,,0.07142857142857142,1.0,1.0,1.0,0.4,0.4,0.5,,,,,,,0.4,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2025,2024-25,False
