EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Steals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,BadPassSteals,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,Corner3FGM,SecondChanceFG2A,Corner3Assists,Travels,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,OffArc3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,3SecondViolations,LongMidRangePctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,team_id,year,season,team_vs
1506-1533-1733-2410-979,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Fred Jones, Jermaine O'Neal","Croshere, Johnson, Harrington, Jones, O'Neal",1506-1533-1733-2410-979,IND,385.0,2,6.0,-3.0,10.0,12.0,5.0,,22.0,1.0,1.0,1.0,3.0,,1.0,,,3.0,7.0,,1.0,,6.0,9.0,,,,4.0,,1.0,,2.0,,2.0,,1.0,,4.0,,4.0,,5.0,,5.0,1.0,,2.0,1.0,4.0,,,,6.0,5.0,,0.6666666666666666,0.6666666666666666,,,,,0.42857142857142855,0.375,,0.375,,0.125,0.5,,,0.6666666666666666,0.7142857142857143,0.6666666666666666,82.28571428571428,17.0,17.916666666666668,17.0,17.583333333333332,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,,0.125,,,,,,,0.25,,0.4260375,,,,,11.828571428571427,25.6,0.5,3.0,,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,0.3333333333333333,,,0.48973333333333335,0.3333333333333333,1.0,1.0,3.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,,0.5,0.3333333333333333,,,,,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1733-397-979,1610612754,"Austin Croshere, Anthony Johnson, Al Harrington, Reggie Miller, Jermaine O'Neal","Croshere, Johnson, Harrington, Miller, O'Neal",1506-1533-1733-397-979,IND,61.0,1,1.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,1.0,2.0,,,3.0,5.0,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,4.0,,2.0,3.0,1.0,,,,,,,,0.5,0.5,1.0,0.625,1.0,,,,,1.0,1.0,1.0,94.42622950819673,13.666666666666666,20.0,13.333333333333334,20.0,0.5,1.0,1.0,,,,,,,,,,,,,0.5,,0.486,0.5692,0.5,0.5,0.4,2.6,,0.3333333333333333,,,,,,1.0,1.0,,,,,,,,1.0,0.5,,,,0.2,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-1897-1902,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Metta World Peace, Jeff Foster","Croshere, Johnson, Bender, World Peace, Foster",1506-1533-1886-1897-1902,IND,239.0,2,4.0,2.0,9.0,9.0,4.0,1.0,18.0,1.0,1.0,1.0,2.0,,,,,3.0,4.0,2.0,2.0,,12.0,10.0,,,,4.0,6.0,,,2.0,2.0,4.0,,1.0,1.0,10.0,,2.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,,,,12.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,0.75,1.0,,1.0,,0.3333333333333333,0.6666666666666666,1.0,,1.0,1.0,1.0,108.45188284518828,14.0,12.555555555555555,13.666666666666666,12.555555555555555,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,0.5,,0.44741666666666663,,,,,13.0,23.35,0.4444444444444444,2.0,2.0,1.0,1.0,1.0,,5.0,1.0,,1.0,,1.0,1.0,,5.0,1.25,0.3333333333333333,0.5,0.442325,0.4166666666666667,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,1.25,,,,1.0,,1.0,,,,0.16666666666666666,1.0,1.0,,0.5,,,1.0,2.0,,2.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-1897-2410,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Metta World Peace, Fred Jones","Croshere, Johnson, Bender, World Peace, Jones",1506-1533-1886-1897-2410,IND,26.0,1,,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,110.76923076923076,23.0,3.0,23.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.7004,,,,,0.5,,1.0,1.0,,,1.0,,,2.0,,,,,,,,2.0,1.0,,,0.7004,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-1897-397,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Metta World Peace, Reggie Miller","Croshere, Johnson, Bender, World Peace, Miller",1506-1533-1886-1897-397,IND,37.0,1,1.0,2.0,1.0,2.0,,,3.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,116.75675675675676,22.0,7.5,22.0,7.5,,,,,,,,,,,,,,,,,,0.3,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-1897-979,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Metta World Peace, Jermaine O'Neal","Croshere, Johnson, Bender, World Peace, O'Neal",1506-1533-1886-1897-979,IND,97.0,1,2.0,-1.0,1.0,2.0,,1.0,3.0,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,0.25,,1.0,1.0,,,0.5,0.5,,44.5360824742268,51.0,23.0,36.0,22.0,,,,,,,,,1.0,,,,,,,1.0,,0.44835,,,,,,25.7,,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-1902-2410,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Jeff Foster, Fred Jones","Croshere, Johnson, Bender, Foster, Jones",1506-1533-1886-1902-2410,IND,13.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-2410-979,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Fred Jones, Jermaine O'Neal","Croshere, Johnson, Bender, Jones, O'Neal",1506-1533-1886-2410-979,IND,383.0,3,6.0,2.0,11.0,10.0,2.0,5.0,21.0,4.0,6.0,3.0,4.0,,1.0,,,7.0,12.0,,1.0,2.0,16.0,14.0,,,7.0,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,2.0,,3.0,5.0,8.0,,,1.0,4.0,6.0,5.0,,1.0,9.0,2.0,1.0,0.14285714285714285,0.2,,,,,0.5833333333333334,0.5384615384615384,1.0,0.5333333333333333,0.875,0.07692307692307693,,,,1.0,1.0,1.0,78.9556135770235,20.363636363636363,15.9,19.363636363636363,15.5,0.46153846153846156,0.6666666666666666,1.0,,0.3076923076923077,0.75,0.75,0.3333333333333333,0.07692307692307693,,,,,,,0.5384615384615384,,0.4179076923076923,0.5187,0.07142857142857142,0.07692307692307693,0.4375,8.9,25.0,0.18181818181818182,8.0,,,2.0,,1.0,3.0,,,1.0,,,,1.0,3.0,0.5,,,0.41215,0.1875,1.0,,2.0,,,1.0,1.0,,12.0,,2.0,,4.0,1.0,,,0.5,0.5,0.16666666666666666,0.3333333333333333,,0.8,1.0,0.8333333333333334,1.0,0.5,1.0,0.15384615384615385,,,,0.5,,,1.0,,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,3.0,3.0,,3.0,4.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1886-397-979,1610612754,"Austin Croshere, Anthony Johnson, Jonathan Bender, Reggie Miller, Jermaine O'Neal","Croshere, Johnson, Bender, Miller, O'Neal",1506-1533-1886-397-979,IND,39.0,2,1.0,-3.0,2.0,2.0,2.0,1.0,4.0,,,,,,2.0,,1.0,,,,3.0,,,3.0,,1.0,,,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,147.69230769230768,16.5,3.0,14.5,3.0,,,,,,,,,0.6666666666666666,,,,1.0,,,1.0,,0.33640000000000003,,,,,,25.03333333333333,1.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.33640000000000003,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1897-1902-397,1610612754,"Austin Croshere, Anthony Johnson, Metta World Peace, Jeff Foster, Reggie Miller","Croshere, Johnson, World Peace, Foster, Miller",1506-1533-1897-1902-397,IND,47.0,1,1.0,4.0,2.0,2.0,2.0,,4.0,,,1.0,1.0,,,,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,2.0,,,4.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,122.55319148936171,11.5,12.0,11.5,12.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.283,,,,,18.2,,1.0,2.0,,,1.0,,2.0,4.0,,,,,,,1.0,4.0,1.0,,,0.283,1.0,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1897-2410-979,1610612754,"Austin Croshere, Anthony Johnson, Metta World Peace, Fred Jones, Jermaine O'Neal","Croshere, Johnson, World Peace, Jones, O'Neal",1506-1533-1897-2410-979,IND,442.0,3,7.0,1.0,10.0,12.0,2.0,2.0,22.0,,2.0,1.0,3.0,1.0,3.0,,,1.0,6.0,2.0,4.0,3.0,11.0,10.0,,,,,6.0,3.0,1.0,,2.0,2.0,1.0,,,6.0,,1.0,1.0,5.0,2.0,7.0,,,,,3.0,4.0,,2.0,11.0,2.0,2.0,,,1.0,0.5,,0.5,0.16666666666666666,0.4,,0.4583333333333333,,0.4,,1.0,,0.25,0.5714285714285714,1.0,71.67420814479638,19.7,20.416666666666668,18.4,18.5,0.2,,,,0.3,0.3333333333333333,0.3333333333333333,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,0.6,0.3333333333333333,0.50804,0.4417,0.16666666666666666,0.25,,10.916666666666666,25.0,0.2,7.0,1.0,,2.0,1.0,,3.0,,,,,,,,3.0,0.5,0.1,,0.47901666666666665,0.2727272727272727,,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,1.0,3.0,,1.0,,0.5,0.16666666666666666,0.5,,0.2,1.0,0.2857142857142857,,,1.0,0.1,,,,,0.3333333333333333,1.0,,1.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,0.5,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,0.5,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1897-397-979,1610612754,"Austin Croshere, Anthony Johnson, Metta World Peace, Reggie Miller, Jermaine O'Neal","Croshere, Johnson, World Peace, Miller, O'Neal",1506-1533-1897-397-979,IND,1296.0,4,22.0,7.0,38.0,36.0,10.0,4.0,74.0,3.0,9.0,3.0,9.0,2.0,6.0,,,11.0,24.0,4.0,9.0,8.0,42.0,35.0,,,4.0,8.0,12.0,6.0,2.0,4.0,4.0,8.0,2.0,2.0,,20.0,,12.0,2.0,15.0,4.0,19.0,2.0,1.0,7.0,2.0,9.0,9.0,1.0,3.0,38.0,10.0,2.0,0.36363636363636365,0.4,1.0,0.4444444444444444,,0.4444444444444444,0.4583333333333333,0.5151515151515151,1.0,0.5675675675675675,1.0,0.2727272727272727,0.2857142857142857,1.0,,0.75,0.7222222222222222,0.75,82.22222222222221,18.157894736842106,16.833333333333332,17.394736842105264,15.222222222222221,0.2727272727272727,0.3333333333333333,0.5,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,,,,0.5454545454545454,0.3333333333333333,0.4365151515151515,0.4126,0.08571428571428572,0.11538461538461539,0.09523809523809523,9.6875,24.822222222222223,0.2631578947368421,27.0,3.0,1.0,6.0,2.0,6.0,13.0,2.0,,5.0,1.0,1.0,3.0,2.0,13.0,0.5909090909090909,0.09090909090909091,0.125,0.35585,0.30952380952380953,,5.0,6.0,,1.0,,2.0,1.0,14.0,,4.0,2.0,3.0,1.0,2.0,0.5,0.3333333333333333,0.4375,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2727272727272727,0.5,0.25,0.16666666666666666,,1.0,0.18181818181818182,0.8333333333333334,1.0,0.4,,0.125,,,2.0,2.0,2.0,,2.0,,,,,,,0.4,0.8,0.6666666666666666,,0.6666666666666666,0.6666666666666666,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,0.2,,0.07692307692307693,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-1902-397-979,1610612754,"Austin Croshere, Anthony Johnson, Jeff Foster, Reggie Miller, Jermaine O'Neal","Croshere, Johnson, Foster, Miller, O'Neal",1506-1533-1902-397-979,IND,30.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,23.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1533-2410-397-979,1610612754,"Austin Croshere, Anthony Johnson, Fred Jones, Reggie Miller, Jermaine O'Neal","Croshere, Johnson, Jones, Miller, O'Neal",1506-1533-2410-397-979,IND,31.0,1,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,46.4516129032258,16.0,,16.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.534,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-1886-1897-2224,1610612754,"Austin Croshere, Al Harrington, Jonathan Bender, Metta World Peace, Jamaal Tinsley","Croshere, Harrington, Bender, World Peace, Tinsley",1506-1733-1886-1897-2224,IND,6.0,1,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,240.0,6.0,,6.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-1886-2224-2410,1610612754,"Austin Croshere, Al Harrington, Jonathan Bender, Jamaal Tinsley, Fred Jones","Croshere, Harrington, Bender, Tinsley, Jones",1506-1733-1886-2224-2410,IND,193.0,1,3.0,,5.0,5.0,,1.0,10.0,,2.0,,,,1.0,,,1.0,4.0,,2.0,2.0,4.0,4.0,,,,,,1.0,,,,,,,,,,3.0,,3.0,3.0,6.0,,,,1.0,1.0,4.0,,2.0,4.0,,,,,,,,,0.25,0.16666666666666666,,0.25,,0.3333333333333333,,,,0.75,0.75,1.0,74.61139896373057,21.4,17.2,18.8,13.2,0.3333333333333333,,,,,,,,0.16666666666666666,,,,,,,0.6666666666666666,,0.5002083333333334,0.4909,0.25,0.3333333333333333,,6.9,24.4,,,1.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,1.0,2.0,,,,,,2.0,,2.0,,3.0,,,,,,0.5,1.0,,1.0,,0.6,1.0,1.0,,0.3333333333333333,0.5,0.5,,,,,,,2.0,,,,,2.0,1.0,,2.0,2.0,,0.5,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-1886-2410-72,1610612754,"Austin Croshere, Al Harrington, Jonathan Bender, Fred Jones, Kenny Anderson","Croshere, Harrington, Bender, Jones, Anderson",1506-1733-1886-2410-72,IND,154.0,1,3.0,-3.0,3.0,4.0,,,7.0,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,5.0,,,,,,1.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,0.3333333333333333,,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,65.45454545454545,13.0,28.75,13.0,19.5,,,,,,,,,0.5,,,,,,,0.5,,0.489675,,0.3333333333333333,0.5,,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,,0.25,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-1897-2224-2410,1610612754,"Austin Croshere, Al Harrington, Metta World Peace, Jamaal Tinsley, Fred Jones","Croshere, Harrington, World Peace, Tinsley, Jones",1506-1733-1897-2224-2410,IND,55.0,1,1.0,,2.0,2.0,2.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,104.72727272727273,16.5,11.0,16.5,11.0,,,,,,,,,,,,,,,,,,0.388,,,,,11.3,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,0.388,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-1897-2224-397,1610612754,"Austin Croshere, Al Harrington, Metta World Peace, Jamaal Tinsley, Reggie Miller","Croshere, Harrington, World Peace, Tinsley, Miller",1506-1733-1897-2224-397,IND,36.0,1,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,80.0,24.0,12.0,24.0,12.0,,,,,,,,,,,,,,,,1.0,,0.57615,,,,,,23.5,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,0.57615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-2224-2410-979,1610612754,"Austin Croshere, Al Harrington, Jamaal Tinsley, Fred Jones, Jermaine O'Neal","Croshere, Harrington, Tinsley, Jones, O'Neal",1506-1733-2224-2410-979,IND,45.0,1,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.5,,64.0,27.0,18.0,27.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
1506-1733-2224-397-979,1610612754,"Austin Croshere, Al Harrington, Jamaal Tinsley, Reggie Miller, Jermaine O'Neal","Croshere, Harrington, Tinsley, Miller, O'Neal",1506-1733-2224-397-979,IND,38.0,1,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,75.78947368421053,20.0,18.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2004,2003-04,False
