EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,ShortMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,BlockedAtRim,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,team_id,year,season,team_vs
1905-1909-349-384-731,1610612762,"Andrei Kirilenko, Scott Padgett, Mark Jackson, Calbert Cheaney, Greg Ostertag","Kirilenko, Padgett, Jackson, Cheaney, Ostertag",1905-1909-349-384-731,UTA,97.0,1,2.0,,2.0,2.0,,,4,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,0.5,0.5,,59.381443298969074,,23.0,25.5,23.0,25.5,,,,,,,,0.3809,,,,,15.3,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612762,2003,2002-03,True
1905-1909-349-384-763,1610612762,"Andrei Kirilenko, Scott Padgett, Mark Jackson, Calbert Cheaney, Tony Massenburg","Kirilenko, Padgett, Jackson, Cheaney, Massenburg",1905-1909-349-384-763,UTA,85.0,1,1.0,3.0,3.0,2.0,,,5,,,,,,2.0,2.0,5.0,2.0,,,,,,,1.0,,3.0,,,1.0,,2.0,1.0,,,,,2.0,,,,,,,,0.5,,0.625,,,,,84.70588235294117,,17.0,17.0,12.0,17.0,,,,,,,0.3333333333333333,0.4572833333333333,,0.25,0.3333333333333333,,18.65,,1.0,,,2.0,,,,,1.0,1.0,,3.0,,,,3.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.5,0.3333333333333333,0.5,0.5,0.5,,,0.6666666666666666,,,,,,,,,,,0.6,22.5,,,,,,,,,,,,,1.5,,,,,0.59115,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-2052-252-304-680,1610612762,"Andrei Kirilenko, DeShawn Stevenson, Karl Malone, John Stockton, John Amaechi","Kirilenko, Stevenson, Malone, Stockton, Amaechi",1905-2052-252-304-680,UTA,64.0,1,1.0,4.0,2.0,2.0,2.0,,4,,,,,1.0,1.0,2.0,4.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,4.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,90.0,,17.0,15.0,17.0,11.0,,,,,,,,0.3682,0.3682,,,1.0,18.5,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-2052-252-304-731,1610612762,"Andrei Kirilenko, DeShawn Stevenson, Karl Malone, John Stockton, Greg Ostertag","Kirilenko, Stevenson, Malone, Stockton, Ostertag",1905-2052-252-304-731,UTA,222.0,2,4.0,6.0,7.0,6.0,,5.0,13,1.0,1.0,,,3.0,4.0,1.0,10.0,4.0,,,,,2.0,1.0,2.0,,5.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,7.0,,,,0.3333333333333333,0.3333333333333333,0.75,,0.6428571428571429,,0.625,,0.5,0.5,1.0,84.32432432432432,,13.571428571428571,21.166666666666668,13.142857142857142,20.0,0.14285714285714285,1.0,1.0,,,,0.5714285714285714,0.5132785714285715,,0.125,0.2,,11.025,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,3.0,,3.0,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,1.5,0.42857142857142855,1.0,0.3333333333333333,1.0,0.5,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,,,1.0,0.3,23.7,,,1.0,,,,,,,,,,1.5,1.0,1.0,,,0.591,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.2857142857142857,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1610612762,2003,2002-03,True
1905-2052-252-304-763,1610612762,"Andrei Kirilenko, DeShawn Stevenson, Karl Malone, John Stockton, Tony Massenburg","Kirilenko, Stevenson, Malone, Stockton, Massenburg",1905-2052-252-304-763,UTA,138.0,1,2.0,4.0,5.0,5.0,2.0,5.0,10,1.0,2.0,,1.0,3.0,4.0,,6.0,2.0,,1.0,,,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,,,,,,,6.0,,2.0,,0.6666666666666666,0.6666666666666666,0.75,,0.6,,0.6,,0.6666666666666666,0.6666666666666666,1.0,104.34782608695653,,11.0,16.6,11.0,16.6,0.4,0.5,1.0,1.0,0.5,,0.6,0.49771,0.413925,,,,5.925,0.4,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,1.0,,,2.0,1.0,,,,,,,0.2,,,,,0.2,0.2,1.0,1.0,1.0,0.2,,,,0.5,,,,26.8,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.25,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-2052-252-349-680,1610612762,"Andrei Kirilenko, DeShawn Stevenson, Karl Malone, Mark Jackson, John Amaechi","Kirilenko, Stevenson, Malone, Jackson, Amaechi",1905-2052-252-349-680,UTA,81.0,1,1.0,-1.0,3.0,3.0,3.0,3.0,6,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,,106.66666666666666,,13.666666666666666,13.333333333333334,13.666666666666666,13.333333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5108666666666667,0.5108666666666667,,,1.0,9.65,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,24.4,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1610612762,2003,2002-03,True
1905-2052-252-349-731,1610612762,"Andrei Kirilenko, DeShawn Stevenson, Karl Malone, Mark Jackson, Greg Ostertag","Kirilenko, Stevenson, Malone, Jackson, Ostertag",1905-2052-252-349-731,UTA,159.0,1,3.0,3.0,6.0,5.0,,5.0,11,1.0,2.0,,,3.0,4.0,,9.0,6.0,,,,,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,9.0,,,1.0,0.3333333333333333,0.3333333333333333,0.75,,0.9,,0.9,,0.25,0.25,,99.62264150943396,,11.666666666666666,17.8,11.666666666666666,16.2,0.4,0.5,0.5,,,,0.6,0.53,,,,,10.225,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,0.2,,,,1.0,,0.4,1.0,1.0,0.5,0.2,1.0,1.0,1.0,,,1.0,,25.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612762,2003,2002-03,True
1905-2052-304-731-763,1610612762,"Andrei Kirilenko, DeShawn Stevenson, John Stockton, Greg Ostertag, Tony Massenburg","Kirilenko, Stevenson, Stockton, Ostertag, Massenburg",1905-2052-304-731-763,UTA,42.0,1,1.0,4.0,3.0,2.0,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,2.0,1.0,,,,,4.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,171.42857142857144,,3.6666666666666665,15.5,3.6666666666666665,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8684,0.8684,0.5,0.5,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-252-304-349-384,1610612762,"Andrei Kirilenko, Karl Malone, John Stockton, Mark Jackson, Calbert Cheaney","Kirilenko, Malone, Stockton, Jackson, Cheaney",1905-252-304-349-384,UTA,31.0,1,1.0,,2.0,2.0,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,4.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,,,,,,,2.0,4.0,2.0,2.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,185.8064516129032,,3.5,12.0,3.5,12.0,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5679500000000001,0.5679500000000001,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,1.0,0.3333333333333333,,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,0.5,26.5,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-252-304-384-731,1610612762,"Andrei Kirilenko, Karl Malone, John Stockton, Calbert Cheaney, Greg Ostertag","Kirilenko, Malone, Stockton, Cheaney, Ostertag",1905-252-304-384-731,UTA,598.0,2,10.0,-1.0,16.0,19.0,9.0,10.0,35,6.0,10.0,3.0,5.0,8.0,17.0,3.0,19.0,20.0,4.0,10.0,1.0,9.0,6.0,3.0,3.0,2.0,6.0,4.0,7.0,11.0,7.0,3.0,1.0,3.0,,3.0,1.0,14.0,9.0,9.0,3.0,0.375,0.5,0.47058823529411764,0.4,0.4444444444444444,0.4,0.47368421052631576,0.4,0.5714285714285714,0.5714285714285714,1.0,84.2809364548495,0.3333333333333333,17.625,16.63157894736842,16.6875,15.631578947368421,0.5555555555555556,0.6,0.75,0.3333333333333333,0.5,0.6,0.6111111111111112,0.5098611111111111,0.49615,0.05263157894736842,0.05555555555555555,0.47368421052631576,6.658823529411765,0.5625,3.0,2.0,1.0,5.0,,1.0,,,,1.0,1.0,5.0,,,10.0,,1.0,,,,1.0,4.0,4.0,1.0,1.0,,,,,,0.6666666666666666,0.05555555555555555,0.4444444444444444,0.4,,,0.1111111111111111,0.2777777777777778,0.2,0.2,1.0,0.05555555555555555,,,,,,,0.2631578947368421,24.5,2.0,2.0,1.0,2.0,3.0,4.0,,2.0,2.0,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.5353333333333333,,,,,,,,,,,2.0,,,,3.0,1.0,,2.0,2.0,,,2.0,1.0,,,,0.11764705882352941,0.2,1.0,1.0,,,1.0,,0.6,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1610612762,2003,2002-03,True
1905-252-304-384-763,1610612762,"Andrei Kirilenko, Karl Malone, John Stockton, Calbert Cheaney, Tony Massenburg","Kirilenko, Malone, Stockton, Cheaney, Massenburg",1905-252-304-384-763,UTA,685.0,4,11.0,10.0,18.0,20.0,,,38,3.0,5.0,,,9.0,15.0,6.0,30.0,20.0,,,,,4.0,2.0,4.0,1.0,10.0,7.0,8.0,14.0,2.0,7.0,4.0,1.0,,1.0,,24.0,,,,0.2222222222222222,0.2222222222222222,0.6,,0.6,,0.6521739130434783,,0.7,0.7,1.0,79.88321167883213,,16.88888888888889,19.05,15.5,18.3,0.25,0.6,0.6,0.3333333333333333,,,0.5,0.47961,,0.17391304347826086,0.2222222222222222,,9.353333333333333,,4.0,4.0,3.0,6.0,2.0,3.0,,,2.0,5.0,2.0,6.0,,,14.0,6.0,3.0,2.0,2.0,2.0,1.0,4.0,6.0,,,,1.0,0.4,,0.4,0.6,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.2,0.3,0.5,0.6,0.3333333333333333,0.15,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,0.2,24.02,,1.0,3.0,2.0,4.0,,,1.0,,,,0.5,0.5,0.75,1.0,0.25,,0.42855,,2.0,,,,,,,,,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,0.13333333333333333,,1.0,1.0,,,1.0,1.0,,,0.14285714285714285,0.1,,,,,,,,,,,2.0,0.6666666666666666,1.0,,,,0.25,0.5,,,,1.0,,,0.16666666666666666,,,,,1610612762,2003,2002-03,True
1905-252-349-384-731,1610612762,"Andrei Kirilenko, Karl Malone, Mark Jackson, Calbert Cheaney, Greg Ostertag","Kirilenko, Malone, Jackson, Cheaney, Ostertag",1905-252-349-384-731,UTA,591.0,2,10.0,1.0,21.0,20.0,7.0,15.0,41,5.0,8.0,1.0,1.0,7.0,14.0,6.0,26.0,25.0,1.0,2.0,3.0,8.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,6.0,9.0,8.0,1.0,2.0,1.0,2.0,1.0,22.0,8.0,7.0,1.0,0.14285714285714285,0.16666666666666666,0.5,0.5,0.5555555555555556,0.8333333333333334,0.5952380952380952,0.8,0.8,0.8,1.0,99.8984771573604,0.5,13.19047619047619,15.7,12.476190476190476,15.25,0.4444444444444444,0.625,0.7142857142857143,0.2,0.3333333333333333,1.0,0.6666666666666666,0.5149083333333333,0.48266666666666663,0.05263157894736842,0.06666666666666667,0.3076923076923077,7.192857142857143,0.3333333333333333,4.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,4.0,,4.0,1.0,1.0,12.0,3.0,3.0,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,0.2222222222222222,,0.2222222222222222,,1.0,0.05555555555555555,0.2777777777777778,0.4,0.4,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6666666666666666,0.15384615384615385,24.45,2.0,3.0,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,0.5,0.5,,,0.75,0.6666666666666666,0.4659,,1.0,,,,,,,,3.0,2.0,,,,,,,1.0,1.0,,,3.0,2.0,,,,0.14285714285714285,0.125,0.5,,,,,,0.6666666666666666,,,0.05555555555555555,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,1610612762,2003,2002-03,True
1905-252-349-384-763,1610612762,"Andrei Kirilenko, Karl Malone, Mark Jackson, Calbert Cheaney, Tony Massenburg","Kirilenko, Malone, Jackson, Cheaney, Massenburg",1905-252-349-384-763,UTA,292.0,2,5.0,-4.0,8.0,7.0,,,15,1.0,4.0,,,1.0,4.0,,5.0,9.0,,,,,,,1.0,,3.0,2.0,2.0,3.0,5.0,,,1.0,1.0,1.0,,3.0,,,,,,0.25,,0.4166666666666667,,0.4166666666666667,,0.4,0.4,0.3333333333333333,73.97260273972603,,14.5,25.142857142857142,14.375,24.142857142857142,0.6666666666666666,0.25,0.3333333333333333,,,,1.0,0.5665749999999999,,,,,0.65,,1.0,,,,1.0,2.0,,,1.0,2.0,,2.0,,,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.5,,0.5,1.0,0.3333333333333333,0.3333333333333333,0.25,,0.5,,,,,,0.3333333333333333,0.5,0.5,1.0,,,0.5,0.4,24.6,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,0.5502,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,0.25,0.25,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1905-349-384-731-763,1610612762,"Andrei Kirilenko, Mark Jackson, Calbert Cheaney, Greg Ostertag, Tony Massenburg","Kirilenko, Jackson, Cheaney, Ostertag, Massenburg",1905-349-384-731-763,UTA,216.0,2,4.0,5.0,7.0,5.0,1.0,,12,,2.0,,,2.0,5.0,,10.0,5.0,,1.0,,,,,2.0,,6.0,1.0,2.0,2.0,3.0,,,,,,,10.0,,1.0,,,,0.4,,0.7142857142857143,,0.7142857142857143,,0.5,0.6666666666666666,1.0,80.0,,15.714285714285714,21.2,15.714285714285714,19.8,0.2857142857142857,,,,,,0.5714285714285714,0.4382642857142857,0.2519,,,,6.58,0.14285714285714285,,2.0,,1.0,,,,,2.0,2.0,,,,,4.0,6.0,,,2.0,,,,,,,,1.0,1.0,,1.0,,0.2857142857142857,,,,,0.2857142857142857,0.14285714285714285,,,,,,,,,,,,24.45,,,2.0,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,2.0,2.0,,1.0,,,,,,,,2.0,,,,,0.4,1.0,,,,1.0,,,,1.0,,0.2857142857142857,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1909-2052-2306-252-680,1610612762,"Scott Padgett, DeShawn Stevenson, Carlos Arroyo, Karl Malone, John Amaechi","Padgett, Stevenson, Arroyo, Malone, Amaechi",1909-2052-2306-252-680,UTA,20.0,1,,1.0,1.0,,1.0,,1,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.5,0.5,,,,72.0,,20.0,,20.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2003,2002-03,True
1909-2052-2306-680-763,1610612762,"Scott Padgett, DeShawn Stevenson, Carlos Arroyo, John Amaechi, Tony Massenburg","Padgett, Stevenson, Arroyo, Amaechi, Massenburg",1909-2052-2306-680-763,UTA,145.0,1,2.0,1.0,5.0,5.0,5.0,5.0,10,,,,,1.0,3.0,,2.0,1.0,1.0,3.0,,2.0,,,,,,2.0,3.0,3.0,1.0,,,,,,,2.0,2.0,5.0,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,99.3103448275862,,12.8,16.2,12.8,14.6,,,,,,,,0.37143333333333334,0.37143333333333334,,,1.0,18.966666666666665,1.0,,,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612762,2003,2002-03,True
