EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceArc3FGA,SelfOReb,LostBallSteals,Travels,SecondChanceTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,PtsPutbacks,OffAtRimReboundPct,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,PtsUnassisted3s,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Blocked3s,BlockedCorner3,Corner3PctBlocked,HeaveAttempts,BlockedArc3,team_id,year,season,team_vs
124-1517-1710-185-2222,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Chris Webber, Gerald Wallace","Divac, Jackson, Bibby, Webber, Wallace",124-1517-1710-185-2222,SAC,376.0,3,6.0,-7.0,14.0,13.0,6.0,5.0,4.0,27.0,2.0,7.0,1.0,2.0,1.0,4.0,,,,6.0,,,1.0,2.0,13.0,1.0,5.0,9.0,16.0,1.0,3.0,,3.0,1.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,4.0,1.0,1.0,,2.0,4.0,6.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,,0.5,1.0,0.15384615384615385,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.25,0.375,0.1875,0.07142857142857142,0.07692307692307693,0.14285714285714285,1.0,,1.0,0.36363636363636365,1.0,,1.0,0.3333333333333333,0.3333333333333333,,1.0,,,1.0,,103.40425531914893,1.0,14.285714285714286,13.538461538461538,13.428571428571429,13.538461538461538,0.5,0.2857142857142857,0.3333333333333333,0.5,,,,,0.42857142857142855,,,,,0.07142857142857142,0.6666666666666666,0.5,,0.5714285714285714,0.25,0.5714285714285714,0.542775,0.5146000000000001,0.5732642857142858,0.06666666666666667,0.07142857142857142,0.3333333333333333,0.3333333333333333,7.938461538461539,27.0,0.42857142857142855,,1.0,1.0,,,,,0.14285714285714285,,,1.0,,,,,,,2.0,0.4,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-185-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Chris Webber, Doug Christie","Divac, Jackson, Bibby, Webber, Christie",124-1517-1710-185-57,SAC,1235.0,6,21.0,6.0,41.0,44.0,23.0,15.0,8.0,85.0,12.0,15.0,3.0,4.0,6.0,7.0,2.0,8.0,3.0,16.0,3.0,,2.0,17.0,39.0,5.0,10.0,53.0,47.0,5.0,10.0,,10.0,8.0,18.0,6.0,28.0,20.0,14.0,2.0,3.0,10.0,13.0,8.0,,2.0,29.0,1.0,10.0,1.0,11.0,,12.0,11.0,23.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,5.0,11.0,10.0,1.0,4.0,1.0,,,,,43.0,28.0,23.0,2.0,0.5882352941176471,0.6666666666666666,0.4358974358974359,0.5,0.4444444444444444,0.48863636363636365,0.5,0.5238095238095238,0.5416666666666666,0.5,0.5869565217391305,0.11363636363636363,0.07692307692307693,0.06666666666666667,0.5,,0.8461538461538461,0.45454545454545453,0.3333333333333333,0.5,0.75,0.4583333333333333,0.3076923076923077,,1.0,1.0,0.7142857142857143,0.5,,99.10931174089069,,14.390243902439025,14.659090909090908,13.609756097560975,14.068181818181818,0.3409090909090909,0.8,0.8571428571428571,0.6666666666666666,0.18181818181818182,0.25,0.3333333333333333,,0.36363636363636365,0.1875,0.1875,0.6666666666666666,0.06818181818181818,0.045454545454545456,0.4,0.75,,0.3333333333333333,0.8571428571428571,0.45454545454545453,0.49005113636363634,0.4716555555555556,0.4873785714285714,0.0851063829787234,0.09523809523809523,0.18867924528301888,0.5283018867924528,8.812820512820512,24.02,0.5609756097560976,3.0,,3.0,,,,0.14285714285714285,,,1.0,2.0,,1.0,0.25,0.6666666666666666,0.047619047619047616,,4.0,0.6666666666666666,2.0,1.0,,3.0,,2.0,9.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,,,,1.0,0.6,0.6666666666666666,0.6,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,,0.5,,,2.0,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-185-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Chris Webber, Peja Stojakovic","Divac, Jackson, Bibby, Webber, Stojakovic",124-1517-1710-185-978,SAC,619.0,5,10.0,9.0,21.0,21.0,18.0,10.0,5.0,42.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,,5.0,5.0,2.0,,5.0,13.0,5.0,15.0,34.0,25.0,3.0,3.0,2.0,13.0,3.0,10.0,11.0,26.0,4.0,6.0,,1.0,2.0,5.0,2.0,,,13.0,1.0,3.0,1.0,6.0,1.0,8.0,5.0,13.0,2.0,,1.0,,,,,1.0,1.0,2.0,3.0,18.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,21.0,26.0,18.0,,0.4,0.5,0.38461538461538464,1.0,0.3,0.5277777777777778,1.2,0.5357142857142857,0.6346153846153846,1.0833333333333333,0.6190476190476191,0.2777777777777778,0.07692307692307693,,1.0,1.0,0.5454545454545454,0.375,1.0,0.5,0.5833333333333334,0.4,0.2,0.5,1.0,0.3333333333333333,0.75,1.0,,97.7059773828756,1.0,12.285714285714286,17.19047619047619,11.333333333333334,15.904761904761905,0.2222222222222222,0.75,0.75,0.6666666666666666,0.2222222222222222,0.5,0.6666666666666666,,0.2777777777777778,,,,0.2777777777777778,,0.4,1.0,0.4,0.21428571428571427,0.6666666666666666,0.5,0.5297944444444445,0.57755,0.5234785714285715,0.14285714285714285,0.13333333333333333,0.38235294117647056,0.7647058823529411,9.792307692307691,23.4,0.8571428571428571,4.0,,4.0,1.0,,1.0,0.2857142857142857,,,,2.0,,,0.25,0.5,,,2.0,1.0,3.0,,,3.0,1.0,3.0,9.0,,3.0,,3.0,1.0,,,,1.0,1.0,,,1.0,0.6,0.75,0.6,,0.6,0.6,1.0,,,,,,0.16666666666666666,2.0,3.0,,2.0,1.0,0.5,1.0,1.0,,,0.75,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-2045-2074,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Jabari Smith","Divac, Jackson, Bibby, Turkoglu, Smith",124-1517-1710-2045-2074,SAC,78.0,1,1.0,-4.0,2.0,3.0,2.0,3.0,1.0,5.0,,,,,,,,1.0,,1.0,,,,,2.0,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,0.5,0.5,,,0.5,0.5,1.0,,,,1.0,,,92.3076923076923,,26.0,8.666666666666666,25.0,8.666666666666666,,,,,0.5,,,,0.5,,,,,,,,,,,,0.33335,,0.33335,,,,,16.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-2045-2222,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Gerald Wallace","Divac, Jackson, Bibby, Turkoglu, Wallace",124-1517-1710-2045-2222,SAC,199.0,1,3.0,-2.0,7.0,7.0,1.0,5.0,2.0,14.0,1.0,2.0,,,,,2.0,4.0,,1.0,,,2.0,3.0,7.0,2.0,1.0,7.0,9.0,1.0,2.0,,3.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,3.0,,3.0,2.0,5.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,4.0,,1.0,,0.3333333333333333,0.5,0.42857142857142855,0.5,,0.3333333333333333,0.5,,0.3888888888888889,0.75,,0.2222222222222222,0.14285714285714285,,,,1.0,0.25,,1.0,1.0,0.4,1.0,,1.0,1.0,1.0,,,101.30653266331657,,14.857142857142858,13.571428571428571,14.571428571428571,13.571428571428571,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.5,0.6666666666666666,,0.1111111111111111,,,,,0.2222222222222222,,,,,,0.4444444444444444,0.4287625,0.4445,0.3359,0.1111111111111111,0.14285714285714285,0.42857142857142855,,6.857142857142857,29.65,0.14285714285714285,,2.0,2.0,,,,,0.6666666666666666,,,,,,0.25,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-2045-57,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Doug Christie","Divac, Jackson, Bibby, Turkoglu, Christie",124-1517-1710-2045-57,SAC,1166.0,8,19.0,-2.0,35.0,39.0,13.0,9.0,5.0,74.0,6.0,11.0,1.0,3.0,1.0,6.0,5.0,8.0,3.0,9.0,3.0,,3.0,14.0,28.0,6.0,8.0,42.0,44.0,1.0,4.0,1.0,5.0,4.0,10.0,4.0,12.0,4.0,24.0,3.0,3.0,2.0,4.0,2.0,,,10.0,1.0,5.0,4.0,10.0,1.0,15.0,6.0,21.0,3.0,2.0,,,,,,,,4.0,5.0,15.0,,5.0,3.0,3.0,,3.0,3.0,37.0,12.0,13.0,,0.14285714285714285,0.15384615384615385,0.5,0.25,0.4,0.5,0.5,0.36363636363636365,0.5121951219512195,0.4166666666666667,0.375,0.17647058823529413,0.10714285714285714,0.18181818181818182,,1.0,1.0,0.35714285714285715,0.8,0.25,0.9333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,0.8,,91.38936535162951,1.0,14.6,16.794871794871796,13.742857142857142,16.794871794871796,0.3235294117647059,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.23529411764705882,0.625,0.7142857142857143,,0.2647058823529412,0.3333333333333333,0.3333333333333333,,0.08823529411764706,0.08823529411764706,0.6,0.3333333333333333,,0.5454545454545454,0.16666666666666666,0.5,0.4828338235294118,0.5392699999999999,0.4995636363636363,0.13157894736842105,0.15625,0.11904761904761904,0.2857142857142857,8.525,24.349999999999998,0.37142857142857144,1.0,,1.0,,,,0.09090909090909091,,1.0,,1.0,,,0.125,0.3333333333333333,,0.2,2.0,0.4,1.0,1.0,,2.0,,,6.0,1.0,2.0,1.0,1.0,,,,1.0,,,3.0,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-2045-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Hedo Turkoglu, Peja Stojakovic","Divac, Jackson, Bibby, Turkoglu, Stojakovic",124-1517-1710-2045-978,SAC,3612.0,17,60.0,4.0,126.0,128.0,52.0,55.0,13.0,254.0,14.0,26.0,2.0,5.0,6.0,13.0,2.0,19.0,11.0,29.0,5.0,,22.0,27.0,74.0,27.0,43.0,130.0,126.0,3.0,9.0,2.0,15.0,12.0,34.0,23.0,59.0,36.0,18.0,22.0,6.0,18.0,27.0,10.0,1.0,7.0,63.0,3.0,11.0,7.0,40.0,1.0,48.0,15.0,63.0,10.0,5.0,9.0,2.0,6.0,8.0,1.0,17.0,4.0,7.0,28.0,55.0,1.0,22.0,7.0,5.0,3.0,5.0,2.0,115.0,59.0,52.0,12.0,0.6666666666666666,0.6923076923076923,0.36486486486486486,0.3333333333333333,0.35294117647058826,0.4306930693069307,0.5454545454545454,0.4,0.5119047619047619,0.5769230769230769,0.5086206896551724,0.26732673267326734,0.08108108108108109,0.038461538461538464,0.5294117647058824,1.0,0.8,0.23404255319148937,0.5833333333333334,0.1875,0.7580645161290323,0.2222222222222222,0.2222222222222222,,0.7272727272727273,0.8235294117647058,0.8181818181818182,0.6,0.5,101.2624584717608,0.4,14.468253968253968,13.9765625,14.007936507936508,13.4921875,0.25742574257425743,0.5384615384615384,0.56,0.7142857142857143,0.18811881188118812,0.10526315789473684,0.13333333333333333,0.5,0.2871287128712871,0.3793103448275862,0.39285714285714285,0.6363636363636364,0.04950495049504951,0.21782178217821782,0.45454545454545453,0.4,,0.28888888888888886,0.46153846153846156,0.5247524752475248,0.47728465346534654,0.45811111111111114,0.47094888888888886,0.18487394957983194,0.2391304347826087,0.11538461538461539,0.45384615384615384,9.21081081081081,25.237037037037037,0.4126984126984127,2.0,9.0,11.0,1.0,0.034482758620689655,0.14285714285714285,0.044444444444444446,0.2,2.0,1.0,5.0,2.0,1.0,0.21052631578947367,0.23529411764705882,0.017857142857142856,0.18181818181818182,2.0,0.25,1.0,10.0,3.0,11.0,3.0,4.0,27.0,10.0,9.0,8.0,1.0,3.0,1.0,3.0,4.0,,,2.0,,0.8181818181818182,0.4074074074074074,0.36363636363636365,0.4074074074074074,0.25,0.2,0.2,1.0,0.45454545454545453,0.47619047619047616,0.8,0.3333333333333333,0.45454545454545453,,,1.0,2.0,2.0,1.0,0.5,,,1.0,1.0,0.5,,6.0,,,1.0,0.037037037037037035,0.045454545454545456,,,,,,,1610612758,2002,2001-02,False
124-1517-1710-57-978,1610612758,"Vlade Divac, Bobby Jackson, Mike Bibby, Doug Christie, Peja Stojakovic","Divac, Jackson, Bibby, Christie, Stojakovic",124-1517-1710-57-978,SAC,1386.0,10,23.0,-2.0,49.0,50.0,34.0,29.0,5.0,99.0,6.0,11.0,,1.0,4.0,7.0,,5.0,2.0,8.0,3.0,,7.0,8.0,24.0,10.0,19.0,53.0,55.0,,2.0,2.0,8.0,5.0,14.0,10.0,38.0,14.0,2.0,7.0,1.0,7.0,8.0,5.0,,2.0,17.0,,4.0,4.0,14.0,3.0,21.0,5.0,26.0,4.0,1.0,3.0,1.0,1.0,4.0,,7.0,6.0,4.0,12.0,27.0,,6.0,8.0,1.0,,1.0,1.0,45.0,38.0,34.0,2.0,0.875,0.875,0.3333333333333333,,0.35714285714285715,0.5,0.75,0.5833333333333334,0.5638297872340425,0.8,0.59375,0.29411764705882354,0.041666666666666664,,0.42857142857142855,1.0,0.7368421052631579,0.25,0.5714285714285714,,0.6923076923076923,0.21052631578947367,0.16666666666666666,,1.0,0.75,0.6666666666666666,0.5714285714285714,,102.85714285714285,1.0,14.877551020408163,13.14,14.142857142857142,12.22,0.3235294117647059,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.14705882352941177,,,,0.23529411764705882,0.25,0.25,1.0,0.08823529411764706,0.20588235294117646,0.25,,,0.2916666666666667,0.5714285714285714,0.6176470588235294,0.4944852941176471,0.5192375,0.4993,0.15384615384615385,0.20689655172413793,0.1509433962264151,0.7169811320754716,7.983333333333333,24.41,0.6938775510204082,3.0,7.0,10.0,1.0,,0.16666666666666666,0.125,0.2916666666666667,2.0,1.0,3.0,,,0.2,0.4,0.05555555555555555,0.5,,0.2,,6.0,6.0,6.0,2.0,6.0,3.0,6.0,1.0,1.0,,2.0,2.0,2.0,1.0,,,1.0,,0.16666666666666666,0.6,0.6,0.6,,,,,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.8571428571428571,0.8571428571428571,,,,2.0,2.0,1.0,,,,1.0,,,,15.0,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-185-2045-2222,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Gerald Wallace","Divac, Jackson, Webber, Turkoglu, Wallace",124-1517-185-2045-2222,SAC,72.0,1,1.0,,2.0,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,0.5,,,,0.5,,,,,,1.0,,,80.0,,18.0,18.0,18.0,18.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.5223,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
124-1517-185-2045-57,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Doug Christie","Divac, Jackson, Webber, Turkoglu, Christie",124-1517-185-2045-57,SAC,1653.0,12,28.0,14.0,51.0,48.0,17.0,6.0,8.0,99.0,14.0,25.0,2.0,6.0,6.0,9.0,2.0,14.0,4.0,7.0,4.0,2.0,4.0,20.0,46.0,8.0,12.0,55.0,41.0,2.0,7.0,3.0,7.0,7.0,15.0,4.0,18.0,28.0,12.0,4.0,3.0,14.0,15.0,10.0,,4.0,31.0,2.0,11.0,6.0,11.0,1.0,18.0,13.0,31.0,6.0,3.0,1.0,1.0,,3.0,,4.0,1.0,2.0,9.0,16.0,,9.0,,2.0,,2.0,2.0,48.0,18.0,17.0,1.0,0.7,0.7777777777777778,0.43478260869565216,0.2857142857142857,0.4666666666666667,0.39814814814814814,0.2,0.3888888888888889,0.45081967213114754,0.2916666666666667,0.45,0.14814814814814814,0.06521739130434782,0.12,0.25,1.0,0.5789473684210527,0.4230769230769231,0.75,0.2857142857142857,0.6296296296296297,0.3939393939393939,0.3333333333333333,,,0.3333333333333333,0.8181818181818182,0.5,1.0,86.24319419237749,1.0,16.725490196078432,16.666666666666668,15.901960784313726,15.666666666666666,0.46296296296296297,0.56,0.6363636363636364,0.7142857142857143,0.25925925925925924,0.14285714285714285,0.14285714285714285,,0.12962962962962962,0.5714285714285714,0.5714285714285714,1.0,0.07407407407407407,0.07407407407407407,0.6,0.3333333333333333,0.2,0.5,0.6666666666666666,0.6111111111111112,0.4971907407407407,0.51975625,0.4995472222222222,0.14754098360655737,0.16981132075471697,0.12727272727272726,0.32727272727272727,5.439130434782609,24.65,0.3333333333333333,1.0,2.0,3.0,,,,0.05555555555555555,0.1111111111111111,1.0,2.0,3.0,,,,0.5,0.06666666666666667,0.1,4.0,0.36363636363636365,1.0,,,1.0,3.0,,3.0,,1.0,,1.0,1.0,,,2.0,,2.0,,,1.0,0.125,,0.125,0.5,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1610612758,2002,2001-02,False
124-1517-185-2045-978,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Peja Stojakovic","Divac, Jackson, Webber, Turkoglu, Stojakovic",124-1517-185-2045-978,SAC,1029.0,8,17.0,5.0,28.0,31.0,4.0,11.0,3.0,59.0,5.0,11.0,,3.0,1.0,2.0,,1.0,1.0,5.0,2.0,,8.0,6.0,17.0,10.0,1.0,34.0,29.0,,4.0,,,2.0,3.0,,4.0,10.0,2.0,8.0,1.0,5.0,12.0,5.0,,,31.0,2.0,1.0,3.0,10.0,,13.0,4.0,17.0,1.0,1.0,2.0,,,2.0,,4.0,1.0,2.0,7.0,2.0,,1.0,,2.0,1.0,3.0,2.0,34.0,4.0,4.0,1.0,0.8333333333333334,0.8333333333333334,0.35294117647058826,,0.6666666666666666,0.6111111111111112,,0.5,0.6071428571428571,,0.5,0.37037037037037035,0.058823529411764705,0.09090909090909091,0.5,,0.7142857142857143,0.09090909090909091,0.75,0.6666666666666666,0.7222222222222222,0.21428571428571427,,,0.875,,0.75,0.6666666666666666,1.0,82.56559766763849,0.6666666666666666,17.321428571428573,17.548387096774192,16.571428571428573,15.483870967741936,0.4074074074074074,0.45454545454545453,0.5,1.0,0.037037037037037035,,,,0.18518518518518517,0.2,0.2,,0.07407407407407407,0.2962962962962963,0.75,,,0.5,0.5,0.7777777777777778,0.5190314814814815,0.43135,0.576625,0.03571428571428571,0.05555555555555555,,0.11764705882352941,6.652941176470588,24.580000000000002,0.14285714285714285,,1.0,1.0,1.0,,1.0,,0.25,,,,,,,,,,,0.16666666666666666,2.0,5.0,,7.0,,,21.0,5.0,7.0,5.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,0.7,,0.7,0.6666666666666666,1.0,1.0,1.0,0.625,0.625,1.0,,0.625,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,1610612758,2002,2001-02,False
124-1517-185-2222-57,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Gerald Wallace, Doug Christie","Divac, Jackson, Webber, Wallace, Christie",124-1517-185-2222-57,SAC,204.0,1,3.0,1.0,7.0,6.0,7.0,,2.0,13.0,1.0,3.0,,1.0,1.0,3.0,,,1.0,2.0,,,,2.0,5.0,,1.0,5.0,4.0,,1.0,,,2.0,5.0,1.0,5.0,4.0,,,1.0,2.0,2.0,1.0,,1.0,4.0,,1.0,,2.0,,2.0,2.0,4.0,1.0,,1.0,,1.0,1.0,,2.0,2.0,,,4.0,,,2.0,,,,,5.0,5.0,7.0,,1.0,1.0,0.4,,0.4,0.4,,0.4,0.35714285714285715,,0.35714285714285715,,0.2,0.3333333333333333,0.5,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,,,1.0,,1.0,,,91.76470588235294,,12.714285714285714,19.166666666666668,11.285714285714286,19.166666666666668,0.6,0.3333333333333333,0.5,1.0,,,,,0.4,0.5,0.5,1.0,,,1.0,,,0.6,0.3333333333333333,0.6,0.54532,0.5622,0.54532,,,,1.0,8.059999999999999,,1.0,,,,1.0,,0.5,,,,,1.0,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,False
